TIMESTAMP_START,H_CORR,LE_CORR,H_F_MDS_QC,LE_F_MDS_QC,G_F_MDS,G_F_MDS_QC,GPP_NT_VUT_REF,GPP_DT_VUT_REF,NEE_VUT_REF,NEE_VUT_REF_QC,TA_F,TA_F_QC,SW_IN_F,SW_IN_F_QC,VPD_F,VPD_F_QC,PA_F,PA_F_QC,P_F,P_F_QC,WS_F,WS_F_QC,NETRAD,USTAR,RH,PPFD_IN,PPFD_OUT,SWC_F_MDS_1,SWC_F_MDS_1_QC,SWC_F_MDS_2,SWC_F_MDS_2_QC,SWC,CO2_F_MDS,CO2_F_MDS_QC,SW_IN_POT,fPAR,Es,Delta,r,Density,L,ksi,Ra,Ga,Rs,Gs,VPD_leaf,lai
2012-10-26 13:00:00,24.0594,54.6933,0,0,26.5801,0.0,15.0358,5.6833599999999995,-4.76975,1,10.737,0,182.169,0,0.3082,0,89.42299999999999,0,0.0,0,1.81,0,87.7827,0.13729,0.76118,315.832,15.8006,30.213,0,29.596,0,30.213,444.756,0,652.705,0.9499715038374832,1.2709337402566807,0.0846568146756921,0.0587689923650143,1.09286511098714,-8.404552019651991,-0.2782907713023885,53.60912287892753,0.018653541529833,99.15808422154198,10.084906418379056,0.2881797270984536,
2012-10-26 13:00:30,13.9833,37.7941,0,0,20.9563,0.0,12.3346,4.74308,-2.28442,0,10.314,0,145.149,0,0.2501,0,89.39,0,0.0,0,0.326,0,68.2807,0.10236,0.8005899999999999,253.097,13.4064,30.206999999999997,0,29.596,0,30.206999999999997,448.004,0,605.663,0.9470305851116372,1.2355627634250081,0.0825821857938292,0.0587236251062028,1.0939892463376504,-5.990494872668671,-0.3904367358147914,297.6457435915914,0.0033596986401798,164.75615948016105,6.069575809215278,0.3302820409668621,
2012-10-26 14:00:00,8.10447,24.0924,0,0,16.3245,0.0,10.6936,3.81805,-3.95494,0,10.811,0,111.859,0,0.264,0,89.359,0,0.0,0,0.521,0,53.8837,0.1002,0.7964,199.548,10.6397,30.206999999999997,0,29.596,0,30.206999999999997,442.19599999999997,0,544.4680000000002,0.9466809990578708,1.2772121944310846,0.0850242818082591,0.0587310744777711,1.091564372297704,-9.690745202179325,-0.2413549438358991,186.24282612448903,0.005369334329857999,353.2596213703115,2.8307792329079406,0.4524932923274158,
2012-10-26 14:00:30,5.68623,18.9506,1,0,16.4669,0.0,10.855,2.8849299999999998,-1.24494,1,10.794,0,81.018,0,0.2593,0,89.339,0,0.0,0,0.9109999999999999,0,39.0727,0.09996000000000001,0.79979,149.884,8.24602,30.195999999999998,0,29.595,0,30.195999999999998,450.329,0,470.17,0.9449839876170906,1.2757674400332972,0.0849397435634263,0.0587169778852172,1.091369623795505,-13.709747558277616,-0.1706019205720401,106.51208826658484,0.0093886057092143,314.46898956216216,3.179963790363903,0.3168196503948423,
2012-10-26 15:00:00,16.4198,27.9281,1,0,21.8957,0.0,11.5802,3.06255,-2.7097900000000004,1,9.215,0,87.63799999999998,0,0.1653,0,89.316,0,0.0,0,1.615,0,41.0107,0.15143,0.8581200000000002,154.579,8.08666,30.19,0,29.576,0,30.19,461.245,0,384.038,0.9476859081764016,1.147678666462259,0.0773936915008925,0.0586136295951174,1.0973544137187512,-16.504267824859625,-0.1417154210547291,60.08205102839555,0.0166439058401549,89.22032999972946,11.208207815450043,0.1315153376533587,
2012-10-26 15:00:30,8.71514,15.7505,0,0,9.42854,0.0,7.91332,2.6855900000000004,1.46506,0,8.993,0,75.971,0,0.1475,0,89.27600000000002,0,0.0,0,1.079,0,25.5593,0.12468,0.8715299999999998,128.83100000000002,6.863810000000001,30.185,0,29.57,0,30.185,461.73,0,287.547,0.9467223727208514,1.130609271794935,0.0763801240250416,0.0585750014212086,1.0977215588643192,-17.347946191667198,-0.1348234101119968,89.92818573758926,0.0111199841495524,160.70532354151862,6.2225692214959345,0.1334640225423412,
2012-10-26 16:00:00,0.26811199999999996,16.7115,0,0,8.35453,0.0,10.5845,2.37363,-1.9467700000000001,1,8.861,0,66.62,0,0.1434,0,89.242,0,0.0,0,0.418,0,2.2209,0.10435,0.8739899999999999,111.294,5.80042,30.186,0,29.575,0,30.186,461.968,0,182.34799999999998,0.9478820062177656,1.1205661402661482,0.0757828535766708,0.0585453389208334,1.0978433596779622,-330.47462307438906,-0.0070774247118923,232.13519715516452,0.0043078344527459,-329.8444396535056,-3.0317321736588263,-0.2904664876710345,
2012-10-26 16:00:30,-8.13211,5.84377,0,1,8.18801,0.0,,0.593997,9.22914,1,8.379,0,15.33,0,0.1216,0,89.204,0,0.0,0,0.752,0,-44.5942,0.0787799999999999,0.88959,29.2846,1.38365,30.186999999999998,0,29.576,0,30.186999999999998,470.059,0,70.2398,0.9527516168907891,1.0845568921926148,0.0736356663489069,0.0584935810868988,1.0993208022429852,4.686653531585946,0.4990574294081691,129.03259629103565,0.0077499796853229,-1135.254576933223,-0.8808596946610867,-0.3488105628216812,
2012-10-26 17:00:00,-11.117,2.80092,0,1,2.28742,0.0,0.251587,0.059111000000000004,8.31778,1,7.324,0,1.4980000000000002,0,0.0765999999999999,0,89.17399999999998,0,0.0,0,1.2429999999999999,0,-37.9516,0.0971,0.92529,2.61577,0.0,30.16800000000001,0,29.574,0,30.16800000000001,476.11300000000006,0,0.6487970000000001,,1.0092734146757636,0.0691166469460982,0.0584152920805534,1.1032285286896863,6.417985865086645,0.3644304168264826,78.06316364509959,0.012810139293692,-899.23533981254,-1.1120559387806823,-0.1317815547778842,
2012-10-26 17:00:30,-11.7806,,0,0,-2.44372,0.0,,,9.90473,1,6.662000000000001,0,0.0,0,0.0481,0,89.149,0,0.0,0,0.8490000000000001,0,-44.93,0.1157,0.95086,0.0,0.0,30.160999999999998,0,29.553,0,30.160999999999998,476.496,0,0.0,,0.9644193720085156,0.0664038881400388,0.0583622040005603,1.1056066388953258,10.244015345000355,0.22831957833229102,114.29035619653568,0.0087496446181371,,,,
2012-10-26 18:00:00,-23.0227,,1,0,-4.2669999999999995,0.0,,,9.57727,1,5.7620000000000005,0,0.0,0,0.0342,0,89.115,0,0.0,0,0.387,0,-42.44,0.08248,0.9628200000000001,0.0,0.0,30.165,0,29.554000000000002,0,30.165,506.096,0,0.0,,0.9062596106288708,0.0628623257822124,0.0582901289309352,1.1089594901079936,1.8986423520030842,1.2318851212459423,250.7300062296093,0.0039883539072074,,,,
2012-10-26 18:00:30,-38.3575,,0,0,-6.7443100000000005,0.0,,,9.621739999999999,1,5.403,0,0.0,0,0.0125,0,89.087,0,0.0,0,0.441,0,-46.77,0.22846,0.98608,0.0,0.0,30.16800000000001,0,29.557,0,30.16800000000001,499.80400000000003,0,0.0,,0.8839372257194537,0.0614954648670544,0.0582519727809742,1.1100429458626713,24.210202678463602,0.0966084131993077,220.02837281373883,0.0045448684058875,,,,
