"","Site","Lat","Lon","Datetime","PFT","Climate","Tair","SW","RH","VPD","WS","Ca","SWC","LAI","flag_rain","flag_daytime","flag_GS","flag_peak","Gs"
"538834","ES-LJu",36.9266,-2.7521,"2008-05-23 14:00:00","OSH","Arid",21.233,968.448,34.276,1.6586,2.074,385.018,0.27372,0.60742074,0,1,1,1,0.0645040048264018
"686764","CA-TP4",42.7102,-80.3574,"2006-08-31 10:30:00","ENF","Continental",16.97,754,64.5,0.687,4.549,382.005,0.128,4.0417871,0,1,1,1,0.43669939020266
"464504","IT-Lav",45.9562,11.2813,"2006-09-02 13:00:00","ENF","Temperate",18.592,817.88,56.422,0.9337,1.114,366.105,0.29133,4.4876552,0,1,1,1,0.433563415055428
"780093","BE-Vie",50.3049,5.9981,"2014-04-25 16:30:00","MF","Temperate",18.8,384,45,1.1939,4.887,390.561,0.342,2.4735074,0,1,1,0,0.0730729287215967
"9722","US-Wkg",31.7365,-109.9419,"2007-07-17 11:30:00","GRA","Arid",30.99,1027,22.508,3.481,2.678,378.416,0.04,0.2248999,0,1,1,1,0.0095030449148098
"840756","AU-Rob",-17.1175,145.6301,"2014-11-07 16:00:00","EBF","Tropical",28.72,485,30,2.7596,2.28,392.6,0.19,6.2363272,0,1,1,0,0.103916450985006
"76633","US-Ton",38.4309,-120.966,"2004-03-15 11:00:00","WSA","Temperate",19.74,758.846,57.63,0.975,1.328,404.788,0.337,1.3651868,0,1,1,1,0.301043076876865
"934387","AU-DaS",-14.1593,131.3881,"2011-05-17 11:30:00","SAV","Tropical",26.54,747,46,1.8744,3.31,380.5,0.033,1.035179,0,1,1,0,0.0964448574175131
"222657","US-Me2",44.4523,-121.5574,"2008-06-26 10:30:00","ENF","Temperate",16.7,947.4,36.1,1.215,2.69,377.7,0.186,1.7096674,0,1,1,1,0.269722079501963
"715143","CA-TP2",42.7744,-80.4588,"2003-10-08 10:00:00","ENF","Continental",19.65,612.56,71.6,0.65,2.233,419.024,0.1,0.88254833,0,1,1,0,0.744931811068094
"904749","AU-Emr",-23.8587,148.4746,"2013-03-30 10:00:00","GRA","Arid",27.2,778,50,1.8042,1.95,387.5,0.066,1.0736057,0,1,1,0,0.0226810416326839
"41399","US-WCr",45.8059,-90.0799,"2011-09-08 09:30:00","DBF","Continental",21.467,556.249,82.563,0.448,1.218,376.089,0.28022,5.4034805,0,1,1,0,1.28317711053867
"253454","US-IB2",41.8406,-88.241,"2009-09-30 10:30:00","GRA","Continental",12.2,689.4,60.3,0.567,1.56,369.793,0.367,1.906297,0,1,1,0,0.184201677917372
"342892","RU-Ha1",54.7252,90.0022,"2004-08-18 14:30:00","GRA","Arid",29.29,659.6,18.77,3.3096,0.981,372.65,0.308,0.81039298,0,1,1,1,0.0462007783794504
"398296","IT-SRo",43.7279,10.2844,"2008-04-20 14:30:00","ENF","Temperate",17.818,403.104,66.4576,0.6846,1.508,386.493,0.17101,3.3427463,0,1,1,1,0.304113118214704
"337297","SD-Dem",13.2829,30.4783,"2007-10-24 16:30:00","SAV","Arid",34.96,398.2,23.67,4.2834,1.908,349.58,0.086,0.50423181,0,1,1,1,0.0288329246826406
"364162","NL-Loo",52.1666,5.7436,"2010-06-17 17:00:00","ENF","Temperate",22.64,415.6,43.3,1.559,3.291,371.3,0.049,2.4441783,0,1,1,0,0.151544628930747
"79481","US-Ton",38.4309,-120.966,"2005-06-07 13:30:00","WSA","Temperate",20.89,922.862,27.6,1.788,2.256,378.984,0.13201,1.4654723,0,1,1,0,0.214015343263993
"278770","US-Cop",38.09,-109.39,"2006-05-27 14:00:00","GRA","Arid",27.88,726.3,13.48,3.247,7.61,387.73,0.05921,0.28080323,0,1,1,1,0.0065003897360028
"644938","DE-Geb",51.0997,10.9146,"2010-06-19 11:30:00","CRO","Continental",13.04,443.16,59.32,0.6111,3.97,375.851,0.1601,3.1753185,0,1,1,1,0.5212289868032
"967752","AU-ASM",-22.283,133.249,"2011-06-19 09:00:00","SAV","Arid",11.12,380,58,0.5559,2.46,369.8,0.0579999999999999,0.33592018,0,1,1,0,0.116036518226635
"143655","US-SRG",31.7894,-110.8277,"2010-07-06 09:30:00","GRA","Arid",27.91,807.826,27.474,2.727,1.893,397.106,0.0279,0.38201296,0,1,1,0,0.0087690652897399
"295945","US-Blo",38.8953,-120.6328,"2006-04-20 16:00:00","ENF","Temperate",14.537,314.839,43.879,1.009,2.298,379.015,0.316,0.92862368,0,1,1,0,0.226838399803579
"122916","US-SRM",31.8214,-110.8661,"2007-08-22 13:00:00","WSA","Arid",33.77,992.46,28.132,3.776,0.973,372.37,0.0426999999999999,0.83821976,0,1,1,1,0.0307284683286209
"767504","BE-Vie",50.3049,5.9981,"2003-04-23 10:00:00","MF","Temperate",12.97,629,36,0.957,1.497,394.211,0.283,1.5574572,0,1,1,0,0.282249139124621
"577701","DE-Tha",50.9626,13.5651,"2009-03-05 12:00:00","ENF","Continental",9.053,319.013,72.0567,0.3221,4.564,395.328,0.262,0.98390752,0,1,1,0,0.187889881042835
"989284","AR-SLu",-33.4648,-66.4598,"2010-03-24 15:30:00","MF","Arid",32.6,734.601,30.445,3.4218,4.58,375.725,0.10395,0.7884711,0,1,1,1,0.0076033513815022
"940697","AU-DaS",-14.1593,131.3881,"2013-09-13 15:00:00","SAV","Tropical",35.97,769,25,4.4495,1.22,339.8,0.0289999999999999,1.0588837,0,1,1,0,0.0339360825755089
"13868","US-Wkg",31.7365,-109.9419,"2009-09-16 15:30:00","GRA","Arid",27.6,414.5,24.594,2.785,2.423,368.993,0.1,0.54076672,0,1,1,1,0.0290757312758877
"433487","IT-Noe",40.6062,8.1517,"2007-05-09 15:00:00","CSH","Temperate",20.49,736.23,74,0.6268,1.778,372.135,0.21529,1.8422518,0,1,1,1,0.162526831388994
"544225","ES-LJu",36.9266,-2.7521,"2010-07-09 11:00:00","OSH","Arid",28.876,789.802,21.225,3.1338,2.453,375.156,0.11875,0.5,0,1,1,0,0.0254501637297757
"305200","US-ARM",36.6058,-97.4888,"2006-04-10 10:30:00","CRO","Temperate",22.98,809,41.05,1.661,9.328,370.896,0.11791,1.380909,0,1,1,1,0.234638841467377
"554673","ES-LgS",37.0979,-2.9658,"2007-07-11 14:00:00","OSH","Arid",16.79,776.766,63.18,0.7042,1.22,349.61,0.06,1.5913472,0,1,1,1,0.0190756624578414
"617892","DE-Hai",51.0792,10.4522,"2005-07-11 09:30:00","DBF","Continental",20.42,759.89,55.45,1.0694,2.43,360.8,0.37127,5.7921419,0,1,1,1,0.655481884840537
"907718","AU-Dry",-15.2588,132.3706,"2009-08-15 09:30:00","SAV","Tropical",26.99,577,54,1.6395,2.03,399.7,0.04,1.0949672,0,1,1,0,0.222110432897734
"358132","NL-Loo",52.1666,5.7436,"2007-04-22 08:00:00","ENF","Temperate",9.86,368.9,56.9,0.5245,2.738,406.73,0.052,1.8946192,0,1,1,0,0.385538706299412
"964038","AU-Cpr",-34.0021,140.5891,"2014-08-15 10:30:00","SAV","Arid",10.7,127,62,0.4891,2.44,353.5,0.031,0.3508836,0,1,1,1,0.184588908655021
"775955","BE-Vie",50.3049,5.9981,"2011-03-02 12:00:00","MF","Temperate",6.24,562,30.606,0.66,7.152,400.177,0.369,1.1147707,0,1,1,0,0.14620526537335
"146295","US-SRG",31.7894,-110.8277,"2011-10-11 16:00:00","GRA","Arid",26.42,323.305,12.278,3.023,1.513,382.81,0.0438999999999999,0.49098209,0,1,1,0,0.0130717465335559
"123412","US-SRM",31.8214,-110.8661,"2007-10-16 10:30:00","WSA","Arid",22.03,753.3,22.548,2.051,5.132,377.146,0.0298,0.49821264,0,1,1,0,0.0446168917717786
"29655","US-Whs",31.7438,-110.0522,"2010-10-12 09:30:00","OSH","Arid",23.12,660.6,22.182,2.202,1.004,376.356,0.02,0.34136218,0,1,1,0,0.0131394180437927
"674808","CH-Cha",47.2102,8.4104,"2007-04-20 15:30:00","GRA","Continental",21.797,556.75,37.173,1.6411,2.567,360.884,0.36822,6.3211536,0,1,1,1,0.324284079072772
"524555","FR-Gri",48.8442,1.9519,"2010-06-23 16:00:00","CRO","Temperate",23.88,531.8,44.8,1.6357,3.073,371.213,0.21257,1.748011,0,1,1,1,0.417795936109309
"236177","US-Lin",36.3566,-119.0922,"2010-10-29 13:00:00","CRO","Arid",23.63,5.824,30.79,2.0194,0.62,408.14,0.27,0.73530966,0,1,1,0,0.125944362422249
"837361","AU-Stp",-17.1507,133.3502,"2013-05-08 16:00:00","GRA","Arid",32.34,300,24,3.6846,3.69,372.6,0.059,0.44154865,0,1,1,0,0.0172524362949918
"850365","AU-Lox",-34.4704,140.6551,"2009-05-30 08:30:00","DBF","Arid",7.12,237,86,0.1415,1.96,366.2,0.055,0.50370991,0,1,1,0,0.660826272004486
"648577","CN-Cng",44.5934,123.5092,"2007-08-06 10:00:00","GRA","Continental",28.67,719.045,60.97,1.5354,4.331,332.553,0.661,1.2468303,0,1,1,1,0.172370157548091
"952252","AU-Cum",-33.6152,150.7236,"2013-11-14 13:00:00","EBF","Temperate",28.12,1012,22,2.9698,2.82,384.1,0.532,1.498374,0,1,1,0,0.220741987806734
"648041","CN-Cng",44.5934,123.5092,"2007-06-24 11:30:00","GRA","Continental",34.91,856.187,22.66,4.328,3.785,319.598,0.183,0.47417256,0,1,1,0,0.039207967689271
"428847","IT-Noe",40.6062,8.1517,"2005-06-02 14:00:00","CSH","Temperate",24.46,865.26,64.8,1.08,1.097,367.592,0.18694,1.8478013,0,1,1,0,0.115586647328146
"43689","US-WCr",45.8059,-90.0799,"2014-06-19 13:00:00","DBF","Continental",20.762,612.529,72.914,0.667,3.38,383.113,0.37733,4.8799405,0,1,1,1,0.714778481087117
"79547","US-Ton",38.4309,-120.966,"2005-06-13 12:30:00","WSA","Temperate",30.41,992.445,25.75,3.225,1.578,386.747,0.14001,1.371653,0,1,1,0,0.176093749386782
"15730","US-Wkg",31.7365,-109.9419,"2010-05-13 12:30:00","GRA","Arid",20.84,1076,10.632,2.2,2.875,395.575,0.07,0.30000001,0,1,1,1,0.0262297349874774
"275418","US-CRT",41.6285,-83.3471,"2012-07-01 13:00:00","CRO","Continental",32.754,868.722,35.887,3.182,1.768,359.287,0.54258,1.2277709,0,1,1,1,0.129774577772681
"654222","CN-Cng",44.5934,123.5092,"2010-07-21 11:30:00","GRA","Continental",27.64,888.693,58.76,1.5272,3.628,356.181,0.311,1.2687324,0,1,1,1,0.186793007464141
"794361","AU-Wom",-37.4222,144.0944,"2013-10-31 14:00:00","EBF","Temperate",11.46,940,70,0.4061,4.56,349.5,0.222,3.4085624,0,1,1,0,0.341244897078686
"898961","AU-Emr",-23.8587,148.4746,"2011-07-20 11:30:00","GRA","Arid",15.69,738,45,0.9807,4.35,381.9,0.128,0.55383533,0,1,1,1,0.114348026913517
"453387","IT-MBo",46.0147,11.0458,"2009-05-26 13:00:00","GRA","Continental",21.131,868.439,42.781,1.4349,2.603,390.303,0.36102,2.1318841,0,1,1,0,0.343765000671585
"462103","IT-Lav",45.9562,11.2813,"2005-02-24 15:00:00","ENF","Temperate",-4.311,187.201,81.667,0.0814,0.711,382.809,0.314,0.83746266,0,1,1,0,1.81652062704648
"162995","US-SRC",31.9083,-110.8395,"2012-08-28 10:30:00","OSH","Arid",33.4,878,30.566,3.574,3.65,366,0.0713999999999999,0.40000001,0,1,1,1,0.0170210854898478
"672134","CH-Dav",46.8153,9.8559,"2011-04-11 11:00:00","ENF","Arctic",11.833,805.343,27.0667,1.0121,2.575,394.138,0.32862,1.0181289,0,1,1,0,0.331976123824701
"468283","IT-Lav",45.9562,11.2813,"2008-02-25 12:00:00","ENF","Temperate",9.792,565.618,31.244,0.8329,1.128,396.437,0.387,0.88657892,0,1,1,0,0.235704298392902
"358497","NL-Loo",52.1666,5.7436,"2007-05-23 12:30:00","ENF","Temperate",19.45,879,44.75,1.2489,2.151,377.94,0.071,1.7531282,0,1,1,0,0.373542448744999
"282736","US-Blo",38.8953,-120.6328,"2001-09-06 09:30:00","ENF","Temperate",21.949,789.568,18.97,2.056,1.683,362.477,0.10161,3.0532699,0,1,1,0,0.133444149741949
"917279","AU-Dry",-15.2588,132.3706,"2012-11-22 08:30:00","SAV","Tropical",31.39,579,56,2.0216,2.22,389.5,0.06,1.0865792,0,1,1,0,0.0855773009632195
"453090","IT-MBo",46.0147,11.0458,"2008-10-08 16:00:00","GRA","Continental",9.653,229.14,99.325,0.0081,1.532,390.808,0.42897,0.96920085,0,1,1,0,0.27268501118688
"523565","FR-Gri",48.8442,1.9519,"2008-06-21 08:30:00","CRO","Temperate",20.12,395.2,75.8,0.5702,1.978,364.227,0.29352,1.3986017,0,1,1,1,0.33786181689245
"953063","AU-Cum",-33.6152,150.7236,"2014-02-03 13:00:00","EBF","Temperate",30.56,1050,36,2.8047,2.09,385,0.084,1.8660668,0,1,1,0,0.0925487280533058
"530284","FI-Hyy",61.8474,24.2948,"2006-09-25 08:30:00","ENF","Continental",6.46,190.01,79.8,0.1951,3.61,379.69,0.0994599999999999,2.1246641,0,1,1,1,0.579374206645043
"269335","US-GLE",41.3665,-106.2399,"2010-09-05 10:00:00","ENF","Continental",12.792,799.7,26.088,1.096,6.352,386.842,0.1726,0.73204017,0,1,1,0,0.148791613420023
"79067","US-Ton",38.4309,-120.966,"2005-05-12 16:00:00","WSA","Temperate",23.81,363.618,40.86,1.744,1.862,354.498,0.332,2.07868,0,1,1,1,0.203362864402202
"830227","AU-Stp",-17.1507,133.3502,"2010-02-10 11:30:00","GRA","Arid",35.72,1059,35,3.8037,3.2,384,0.12,0.51566428,0,1,1,0,0.0219750054402128
"846332","AU-Rig",-36.6499,145.5759,"2014-09-03 15:00:00","GRA","Temperate",14.41,463,49,0.8375,3.95,371.4,0.205,4.3305254,0,1,1,1,0.561962606035661
"627755","DE-Gri",50.95,13.5126,"2010-06-16 16:00:00","GRA","Continental",19.41,489.4,37.8,1.4025,3.597,375.543,0.38637,6.5575595,0,1,1,1,0.247318988743794
"467314","IT-Lav",45.9562,11.2813,"2007-08-02 10:30:00","ENF","Temperate",18.007,833.635,53.645,0.9575,0.959,367.754,0.23433,5.3017812,0,1,1,1,0.26343905810119
"847998","AU-RDF",-14.5636,132.4776,"2012-11-25 15:00:00","WSA","Tropical",37.67,522,18,5.3374,3.37,375.2,0.06,0.58637923,0,1,1,0,0.0190339667236261
"940648","AU-DaS",-14.1593,131.3881,"2013-09-10 11:30:00","SAV","Tropical",30.56,866,44,2.4541,1.71,335.6,0.0289999999999999,1.0472456,0,1,1,0,0.0956100832218425
"556882","ES-Amo",36.8336,-2.2523,"2010-03-30 15:30:00","OSH","Arid",17.042,754.416,54.7544,0.8793,7.997,388.328,0.19792,0.73768693,0,1,1,1,0.161442127189678
"339404","SD-Dem",13.2829,30.4783,"2009-09-04 12:30:00","SAV","Arid",32.36,819,51.57,2.3506,1.289,315.15,0.098,0.70020622,0,1,1,1,0.265493152212386
"150876","US-SRG",31.7894,-110.8277,"2013-09-14 07:30:00","GRA","Arid",24.2,300.087,57.302,1.29,3.764,377.854,0.0732,0.7162354,0,1,1,1,0.12478845271193
"644248","DE-Geb",51.0997,10.9146,"2009-09-01 14:30:00","CRO","Continental",31.17,550.21,28.95,3.2238,5.16,369.739,0.14545,1.3289627,0,1,1,0,0.0598241568185155
"312268","US-ARM",36.6058,-97.4888,"2011-08-25 14:30:00","CRO","Temperate",33.35,759,30.11,3.602,4.774,357.758,0.0563699999999999,0.72448021,0,1,1,0,0.0972345483808787
"436680","IT-Noe",40.6062,8.1517,"2012-03-10 15:00:00","CSH","Temperate",17.04,534.32,37.7,1.2106,2.463,442.958,0.31323,1.5335529,0,1,1,1,0.13369653336628
"720233","CA-TP1",42.6609,-80.5595,"2009-06-02 16:00:00","ENF","Continental",14.58,265.512,75.6,0.405,1.707,394.406,0.071,1.4145472,0,1,1,0,0.0731804006712702
"723493","CA-TP1",42.6609,-80.5595,"2010-08-19 09:30:00","ENF","Continental",25.19,731.64,60.03,1.281,1.62,368.907,0.073,2.9510844,0,1,1,1,0.0345999704287296
"524101","FR-Gri",48.8442,1.9519,"2008-08-21 13:30:00","CRO","Temperate",19.57,228.6,73.7,0.599,3.755,359.278,0.20189,1.0595177,0,1,1,1,0.167021842417225
"477773","IT-Lav",45.9562,11.2813,"2013-08-19 14:00:00","ENF","Temperate",20.148,390.076,66.13,0.7995,1.11,394.862,0.252,4.8173413,0,1,1,0,0.0853946943254896
"332931","US-AR1",36.4267,-99.42,"2012-03-16 14:00:00","GRA","Temperate",25.8,767.581,64.431,1.187,7.689,374.442,0.18311,0.49786666,0,1,1,1,0.14408850989599
"433833","IT-Noe",40.6062,8.1517,"2007-06-23 15:30:00","CSH","Temperate",25.56,690.7,51,1.6052,2.774,380.068,0.18429,1.7090631,0,1,1,0,0.0718302771656369
"820780","AU-Tum",-35.6566,148.1517,"2009-11-24 11:00:00","EBF","Temperate",13.82,442,81,0.3003,2.45,338.8,0.17,3.9134176,0,1,1,1,0.699257548536802
"181341","US-NR1",40.0329,-105.5464,"2007-08-12 11:00:00","ENF","Continental",19.36,986.91,33.67,1.49,2.72,382.74,0.105,2.4882987,0,1,1,1,0.209593188439957
"575140","DE-Tha",50.9626,13.5651,"2007-06-02 15:30:00","ENF","Continental",16.437,203.293,78.4065,0.4038,3.065,368.698,0.146,4.3002539,0,1,1,1,0.156200518243136
"66243","US-Tw3",38.1152,-121.6469,"2014-06-27 13:30:00","CRO","Temperate",26.53,934.734,47.9,1.807,7.376,389.679,0.07829,1.5075181,0,1,1,0,0.272807770025044
"784847","BE-Lon",50.5516,4.7462,"2011-04-11 15:00:00","CRO","Temperate",23.314,568.6,55,1.2888,3.96,404.081,0.319,1.7798229,0,1,1,1,0.479744294649979
"313579","US-ARc",35.5465,-98.04,"2005-05-23 08:30:00","GRA","Temperate",25.36,421.8,66.02,1.105,7.626,374.077,0.1707,1.5040367,0,1,1,1,0.279087067633826
"686661","CA-TP4",42.7102,-80.3574,"2006-08-16 09:00:00","ENF","Continental",20.91,618.3,70,0.742,2.194,409.556,0.083,4.8823013,0,1,1,1,0.76773962880164
"288995","US-Blo",38.8953,-120.6328,"2003-08-29 12:00:00","ENF","Temperate",24.51,937.82,23.118,2.253,2.063,372.77,0.12026,2.2715757,0,1,1,1,0.189080887611603
"351174","NL-Loo",52.1666,5.7436,"2003-08-06 10:30:00","ENF","Temperate",26.67,681.3,42.9,1.9973,3.18,365.6,0.03262,2.3343904,0,1,1,0,0.107150421809124
"861948","AU-How",-12.4943,131.1523,"2011-02-05 12:30:00","WSA","Tropical",31.87,1184,59,1.9357,3.43,354.8,0.15,1.8440022,0,1,1,1,0.414356507368631
"7490","US-Wkg",31.7365,-109.9419,"2005-09-04 11:00:00","GRA","Arid",25.28,1014.39,47.549,1.69,2.565,356.569,0.07,0.38807973,0,1,1,0,0.014552454951053
"690941","CA-TP4",42.7102,-80.3574,"2009-04-12 16:30:00","ENF","Continental",4,433,63.52,0.297,3.35,400.418,0.13,1.3118663,0,1,1,0,0.0852166356183049
"832422","AU-Stp",-17.1507,133.3502,"2011-05-16 16:30:00","GRA","Arid",26.43,315,22,2.69,4.34,313.9,0.083,0.79511029,0,1,1,0,0.0924840253228422
"397182","IT-SRo",43.7279,10.2844,"2007-08-15 06:30:00","ENF","Temperate",19.15,162.1,93.5936,0.1421,1.275,444.732,0.07386,2.7216389,0,1,1,0,0.501551424362787
"176781","US-Oho",41.5545,-83.8438,"2012-07-05 11:00:00","DBF","Continental",31.311,862.834,59.569,1.85,2.786,382.16,0.1785,5.439683,0,1,1,1,0.873166933316327
"28653","US-Whs",31.7438,-110.0522,"2010-05-26 07:30:00","OSH","Arid",20.65,492.3,11.496,2.154,1.73,396.806,0,0.28989613,0,1,1,0,0.0215621545632532
"768043","BE-Vie",50.3049,5.9981,"2003-07-25 16:00:00","MF","Temperate",21.25,207,36,1.6167,3.021,365.775,0.187,3.817826,0,1,1,1,0.160156093399077
"915571","AU-Dry",-15.2588,132.3706,"2012-07-16 08:30:00","SAV","Tropical",17.45,286,39,1.2165,2.63,379.7,0.04,1.1384395,0,1,1,0,0.113794699541676
"543462","ES-LJu",36.9266,-2.7521,"2010-05-23 08:00:00","OSH","Arid",15.276,365.754,34.0088,1.1459,0.457,380.815,0.14355,0.61460638,0,1,1,1,0.0238404486943725
"632984","DE-Gri",50.95,13.5126,"2013-07-14 11:00:00","GRA","Continental",18.82,569.14,69.27,0.6679,3,375.34,0.3142,6.5811558,0,1,1,1,0.578358386681454
"461006","IT-Lav",45.9562,11.2813,"2004-05-24 12:30:00","ENF","Temperate",8.35,701.449,47.72,0.5745,0.95,348.715,0.36,2.5716763,0,1,1,1,0.242098578719256
"652195","CN-Cng",44.5934,123.5092,"2009-07-03 13:30:00","GRA","Continental",26.53,763.545,54.17,1.5904,4.662,336.34,0.652,0.81894076,0,1,1,1,0.610181543534717
"922923","AU-Dry",-15.2588,132.3706,"2014-09-17 14:30:00","SAV","Tropical",34.41,874,17,4.5179,2.68,387.9,0.037,0.95095861,0,1,1,0,0.0213748136424934
"454927","IT-MBo",46.0147,11.0458,"2009-10-19 09:00:00","GRA","Continental",-0.249,391.398,57.391,0.2557,1.379,383.512,0.4545,0.9495396,0,1,1,0,0.197475595450381
"590889","DE-Seh",50.8706,6.4497,"2010-07-19 13:00:00","CRO","Temperate",27.5,926,30.05,2.5687,1.577,364.206,0.1087,0.80198991,0,1,1,1,0.135539083124565
"172918","US-Oho",41.5545,-83.8438,"2009-05-26 17:30:00","DBF","Continental",18.737,301.977,82.605,0.376,2.561,382.606,0.17699,4.9206514,0,1,1,0,0.178006368097062
"629393","DE-Gri",50.95,13.5126,"2011-05-17 09:30:00","GRA","Continental",15.4,483.27,62.28,0.6602,3.14,383.84,0.3105,6.3544679,0,1,1,1,0.59609246557927
"12413","US-Wkg",31.7365,-109.9419,"2009-04-24 08:00:00","GRA","Arid",18.09,547.1,21.931,1.62,4.098,390.215,0.03,0.2,0,1,1,0,0.0068022532945877
"551999","ES-LJu",36.9266,-2.7521,"2013-07-07 12:00:00","OSH","Arid",20.676,898.971,24.528,1.8404,3.108,379.233,0.11649,0.53932953,0,1,1,0,0.0418150157812322
"303452","US-ARM",36.6058,-97.4888,"2005-05-09 17:00:00","CRO","Temperate",28.57,355.8,40.69,2.327,4.209,371.867,0.1174,0.83572876,0,1,1,0,0.0281524211974137
"30657","US-Whs",31.7438,-110.0522,"2011-12-20 08:00:00","OSH","Arid",4.345,164.8,90.3,0.081,1.261,390.504,0.04,0.1,0,1,1,0,0.219288972549109
"576441","DE-Tha",50.9626,13.5651,"2008-05-22 11:00:00","ENF","Continental",10.76,255.074,72.6032,0.3541,1.663,390.849,0.205,2.8765137,0,1,1,1,0.592524964651543
"620581","DE-Hai",51.0792,10.4522,"2008-05-21 15:30:00","DBF","Continental",13.45,306.78,43.59,0.8703,3.34,374.27,0.3621,4.9852586,0,1,1,0,0.202581759450571
"549423","ES-LJu",36.9266,-2.7521,"2012-05-26 18:00:00","OSH","Arid",21.597,328.666,28.5063,1.8449,2.303,382.499,0.12868,0.56345165,0,1,1,1,0.0415399532235494
"654244","CN-Cng",44.5934,123.5092,"2010-07-23 13:30:00","GRA","Continental",31.59,539.32,47.23,2.4634,2.558,347.092,0.304,1.1682712,0,1,1,1,0.0743189721085619
"143898","US-SRG",31.7894,-110.8277,"2010-08-18 13:00:00","GRA","Arid",30.96,952.174,42.492,2.579,0.604,365.629,0.10621,1.403558,0,1,1,1,0.0280766753833922
"582912","DE-Tha",50.9626,13.5651,"2011-09-10 13:30:00","ENF","Continental",22.62,420.9,64.03,0.9878,1.41,378.15,0.2577,3.6978734,0,1,1,1,0.358576866779664
"579434","DE-Tha",50.9626,13.5651,"2009-10-24 13:30:00","ENF","Continental",9.83,180.666,77.2767,0.276,1.484,393.39,0.27,2.0789762,0,1,1,0,0.76048690132762
"275538","US-CRT",41.6285,-83.3471,"2012-07-13 16:00:00","CRO","Continental",31.272,608.831,38.731,2.796,2.87,350.547,0.55156,1.7757794,0,1,1,1,0.20493674547937
"500713","IT-Col",41.8494,13.5881,"2013-09-21 13:00:00","DBF","Temperate",15.695,204.658,66.9942,0.5887,2.254,284.4,0.21743,3.2640061,0,1,1,0,0.219904173537429
"208621","US-Me5",44.4372,-121.5668,"2001-04-10 13:30:00","ENF","Temperate",4.365,613.4,63.13,0.307,2.549,367.82,0.17031,1.1394632,0,1,1,0,0.166126545078008
"668342","CH-Dav",46.8153,9.8559,"2008-10-20 14:00:00","ENF","Arctic",12.667,468.833,33.7667,0.9709,4.078,369.106,0.26793,1.0581415,0,1,1,0,0.398936867655042
"335893","SN-Dhr",15.4028,-15.4322,"2013-07-14 07:30:00","SAV","Arid",27.956,99.155,69.6961,1.1428,3.17,-9999,0.04776,0.37858877,0,1,1,1,0.0601233820286041
"829901","AU-Stp",-17.1507,133.3502,"2010-01-14 14:30:00","GRA","Arid",34.91,867,36,3.5816,2.38,381.2,0.208,0.4552893,0,1,1,1,0.0371976557774354
"901567","AU-Emr",-23.8587,148.4746,"2012-04-24 13:30:00","GRA","Arid",26.95,434,47,1.8846,4.25,374.9,0.076,1.0078453,0,1,1,0,0.0062007659911448
"65670","US-Tw3",38.1152,-121.6469,"2014-04-18 14:30:00","CRO","Temperate",23.45,752.439,48.98,1.473,4.702,382.906,0.20737,1.7541711,0,1,1,1,0.910188074243277
"890944","AU-Gin",-31.3764,115.7138,"2014-09-30 17:00:00","WSA","Temperate",21.47,187,58,1.0754,3.87,378.4,0.065,1.1165955,0,1,1,0,0.0914602009682365
"396047","IT-SRo",43.7279,10.2844,"2007-06-10 08:00:00","ENF","Temperate",22.42,637.6,93.6448,0.1724,0.593,393.999,0.11347,2.9857183,0,1,1,1,0.898097730523205
"184807","US-NR1",40.0329,-105.5464,"2010-05-29 14:00:00","ENF","Continental",11.37,487.6,70.25,0.401,2.77,390.62,0.296,1.2040386,0,1,1,0,0.224203071198317
"673913","CH-Cha",47.2102,8.4104,"2006-07-30 09:30:00","GRA","Continental",25.03,697.05,62.183,1.2004,0.842,360.082,0.28869,6.4563403,0,1,1,1,0.255797994672245
"784533","BE-Lon",50.5516,4.7462,"2010-07-21 16:30:00","CRO","Temperate",23.586,196.5,66.308,0.9809,3.842,394.124,0.193,1.6533408,0,1,1,1,0.16614165535476
"698762","CA-TP4",42.7102,-80.3574,"2013-10-21 09:30:00","ENF","Continental",13.35,217.1,73.9,0.4,4.024,401.191,0.12,1.7437381,0,1,1,0,0.570053672984735
"309042","US-ARM",36.6058,-97.4888,"2009-03-02 13:00:00","CRO","Temperate",7.43,478.6,30.21,0.724,4.769,386.416,0.18195,0.80627477,0,1,1,1,0.152178520945024
"201619","US-MMS",39.3232,-86.4131,"2004-08-10 11:00:00","DBF","Continental",23.97,862.4,58.319,1.247,3.425,436.72,0.3,4.1326609,0,1,1,0,0.823282090451599
