,Unnamed: 0,Site,Lat,Lon,Datetime,PFT,Climate,Tair,SW,RH,VPD,WS,Ca,SWC,LAI,flag_rain,flag_daytime,flag_GS,flag_peak,Gs
3122,955405,AU-Cum,-33.6152,150.7236,2014-11-20 10:00:00,EBF,Temperate,28.5,923.0,48.0,2.0241,1.08,392.0,0.08,1.4799104,0,1,1,0,0.195988166484852
4156,263250,US-Goo,34.2547,-89.8735,2005-10-08 10:30:00,GRA,Temperate,17.4,775.0,63.4,0.731,3.26,-9999.0,0.41,2.3027,0,1,1,0,0.10078718023845
1969,839593,AU-Rob,-17.1175,145.6301,2014-02-21 17:30:00,EBF,Tropical,27.3,115.0,83.0,0.617,2.04,355.9,0.32,1.729098,0,1,1,1,0.086415250482638
671,96852,US-Ton,38.4309,-120.966,2010-07-17 07:30:00,WSA,Temperate,22.42,549.105,47.44,1.425,2.685,366.912,0.08201,1.2135415,0,1,1,0,0.0670052270837575
4188,200918,US-MMS,39.3232,-86.4131,2003-08-08 12:00:00,DBF,Continental,23.47,748.3,78.64,0.62,2.05,387.52,0.24,4.3738298,0,1,1,1,0.855787145126639
666,971261,AU-ASM,-22.283,133.249,2014-03-14 12:30:00,SAV,Arid,33.41,1062.0,15.0,4.376,3.49,385.6,0.043,0.49999997,0,1,1,1,0.0783940615934124
4338,457927,IT-MBo,46.0147,11.0458,2011-09-09 09:00:00,GRA,Continental,16.607,576.2,56.128,0.8294,1.216,397.696,0.38498,2.086566,0,1,1,1,0.576205283932985
1887,988372,AT-Neu,47.1167,11.3175,2012-09-28 08:30:00,GRA,Continental,9.266,156.921,95.486,0.0528,1.474,426.309,0.30761,2.1170688,0,1,1,0,0.671306245809535
3266,641525,DE-Geb,51.0997,10.9146,2007-04-12 16:00:00,CRO,Continental,18.64,378.02,47.54,1.1274,2.98,379.311,0.2174,2.0678406,0,1,1,1,0.149108876400814
280,602686,DE-Lnf,51.3282,10.3678,2011-04-23 15:00:00,DBF,Continental,20.72,595.1,30.29,1.7046,3.3,388.44,0.3306,2.0540068,0,1,1,0,0.11562610158917
1719,206989,US-MMS,39.3232,-86.4131,2012-09-13 13:00:00,DBF,Continental,25.42,542.7,53.283,1.524,3.063,389.777,0.28312,4.5764894,0,1,1,0,0.36042478781811
2947,637690,DE-Geb,51.0997,10.9146,2003-05-27 08:00:00,CRO,Continental,14.57,254.22,75.83,0.401,3.13,362.476,0.286,2.6458895,0,1,1,1,1.11074339271904
899,273262,US-GLE,41.3665,-106.2399,2013-10-27 12:00:00,ENF,Continental,3.237,655.549,38.27,0.478,7.434,396.699,0.34161,0.25384176,0,1,1,0,0.116820648114237
4850,797797,AU-Whr,-36.6732,145.0294,2012-01-29 09:00:00,EBF,Temperate,27.82,701.0,52.0,1.7959,2.62,358.4,0.136,1.2949388,0,1,1,0,0.164034691665887
760,940697,AU-DaS,-14.1593,131.3881,2013-09-13 15:00:00,SAV,Tropical,35.97,769.0,25.0,4.4495,1.22,339.8,0.0289999999999999,1.0588837,0,1,1,0,0.0339360825755089
1906,521399,FR-LBr,44.7171,-0.7693,2008-08-10 18:00:00,ENF,Temperate,22.05,221.28,61.8,1.0133,3.545,356.595,0.26087,2.485754,0,1,1,0,0.0715155325207947
4042,428143,IT-Noe,40.6062,8.1517,2005-04-21 17:00:00,CSH,Temperate,14.09,212.95,72.4,0.4439,1.603,368.846,0.34461,1.8431152,0,1,1,1,0.198353465170999
3823,978695,AT-Neu,47.1167,11.3175,2005-04-30 12:00:00,GRA,Continental,20.02,561.35,41.63,1.3669,1.37,337.85,0.4,1.8073438,0,1,1,0,0.268909431721167
4138,489729,IT-Cpz,41.7052,12.3761,2006-05-29 10:30:00,EBF,Temperate,23.58,781.0,73.2,0.78,4.381,375.273,0.1299,2.9344223,0,1,1,0,0.230616288705057
3818,560974,DK-Sor,55.4859,11.6446,2003-10-06 12:30:00,DBF,Temperate,10.07,359.7,72.16,0.3436,8.29,356.3,0.0984999999999999,4.0464416,0,1,1,0,0.718114389664422
4300,453306,IT-MBo,46.0147,11.0458,2009-05-20 13:00:00,GRA,Continental,17.578,891.049,53.36,0.9377,0.97,390.339,0.41281,1.2755983,0,1,1,0,0.146847176481315
2593,916303,AU-Dry,-15.2588,132.3706,2012-08-30 14:30:00,SAV,Tropical,33.36,790.0,14.0,4.4152,2.31,383.8,0.04,1.0180252,0,1,1,0,0.0378273991127691
4164,430396,IT-Noe,40.6062,8.1517,2005-09-30 16:00:00,CSH,Temperate,21.44,282.35,63.4,0.9354,1.241,373.251,0.1955,1.3827244,0,1,1,0,0.087552407275406
3031,247436,US-IB2,41.8406,-88.241,2005-08-09 11:30:00,GRA,Continental,32.201,450.6,40.7,2.865,2.26,375.515,0.141,1.3450284,0,1,1,0,0.0859303007442553
3579,102840,US-Ton,38.4309,-120.966,2012-05-21 12:00:00,WSA,Temperate,23.69,1005.57,36.01,1.874,3.074,399.838,0.162,1.7148337,0,1,1,1,0.272687812305306
2832,418136,IT-Ren,46.5869,11.4337,2011-07-30 11:00:00,ENF,Continental,15.9,435.7,47.5,0.9488,1.13,367.07,0.22,2.1649237,0,1,1,1,0.440126382982895
3472,312897,US-ARM,36.6058,-97.4888,2012-09-23 16:30:00,CRO,Temperate,18.39,295.5,21.06,1.676,5.771,378.585,0.10982,0.45020249,0,1,1,0,0.0334588545875819
137,467268,IT-Lav,45.9562,11.2813,2007-07-27 14:00:00,ENF,Temperate,22.304,817.845,53.67,1.2482,1.666,379.406,0.24267,5.7418237,0,1,1,0,0.13730982873889
2180,890665,AU-Gin,-31.3764,115.7138,2014-08-15 09:00:00,WSA,Temperate,17.47,423.0,51.0,0.9784,3.05,386.2,0.048,0.91822767,0,1,1,0,0.216659163270187
2128,911424,AU-Dry,-15.2588,132.3706,2010-10-03 10:30:00,SAV,Tropical,35.25,909.0,36.0,3.6494,2.91,385.6,0.04,1.1469953,0,1,1,0,0.0255919436026329
3177,637302,DE-Geb,51.0997,10.9146,2002-08-15 10:00:00,CRO,Continental,22.56,703.11,64.95,0.9591,1.56,381.32,0.2125,1.3202831,0,1,1,1,0.17299262447253
4367,246919,US-IB2,41.8406,-88.241,2005-06-23 12:00:00,GRA,Continental,31.9,866.0,47.8,2.479,3.99,374.957,0.14,2.046993,0,1,1,1,0.129219433508263
4261,815040,AU-Tum,-35.6566,148.1517,2006-11-01 10:00:00,EBF,Temperate,17.06,914.0,29.0,1.3814,4.76,365.6,0.16,4.7361603,0,1,1,0,0.31661754017453
4344,793907,AU-Wom,-37.4222,144.0944,2013-05-05 10:30:00,EBF,Temperate,8.82,558.0,69.0,0.3517,3.73,375.3,0.102,2.8495531,0,1,1,0,0.405068109757743
1331,700118,CA-TP4,42.7102,-80.3574,2014-09-09 09:00:00,ENF,Continental,20.35,417.4,74.4,0.612,2.248,354.732,0.091,4.6485376,0,1,1,0,0.293984182824901
2017,268171,US-GLE,41.3665,-106.2399,2007-10-03 15:00:00,ENF,Continental,8.5,430.3,42.75,0.638,10.13,376.732,0.2415,0.60000002,0,1,1,0,0.111772296541794
2482,604790,DE-Lkb,49.0996,13.3047,2010-09-18 09:30:00,ENF,Continental,6.56,452.2,75.0,0.2431,1.26,357.82,0.34,1.3647559,0,1,1,0,0.194692981580012
1358,512398,IT-BCi,40.5237,14.9574,2010-08-09 14:00:00,CRO,Temperate,31.422,774.0,72.7,1.6904,2.224,353.365,0.33685,1.6195216,0,1,1,1,0.147246648315682
1329,158794,US-SRC,31.9083,-110.8395,2010-08-18 13:30:00,OSH,Arid,35.4,930.0,29.64,4.047,2.25,374.0,0.119,0.55759573,0,1,1,1,0.0333513637441149
2150,914091,AU-Dry,-15.2588,132.3706,2012-02-22 10:30:00,SAV,Tropical,30.26,911.0,56.0,1.8955,1.76,341.4,0.04,1.5728455,0,1,1,0,0.142060100075192
2122,39883,US-WCr,45.8059,-90.0799,2006-08-10 10:30:00,DBF,Continental,24.034,743.569,86.353,0.41,2.009,363.049,0.31381,5.3850341,0,1,1,1,1.38719328244788
3981,574674,DE-Tha,50.9626,13.5651,2007-04-08 10:00:00,ENF,Continental,5.204,212.446,87.6997,0.1089,3.602,391.985,0.16533,1.9739628,0,1,1,0,0.268501568396751
1252,412030,IT-Ren,46.5869,11.4337,2002-04-24 14:00:00,ENF,Continental,5.863,331.242,60.4957,0.366,4.347,353.954,0.43334,1.2976896,0,1,1,0,0.592020162875551
3278,299880,US-Blo,38.8953,-120.6328,2007-09-04 09:00:00,ENF,Temperate,18.358,752.96,33.982,1.436,3.071,375.474,0.08703,2.7652364,0,1,1,0,0.186161646232298
3374,920075,AU-Dry,-15.2588,132.3706,2014-03-19 16:00:00,SAV,Tropical,35.02,612.0,29.0,3.9975,2.68,381.5,0.067,1.9001231,0,1,1,1,0.227611015611605
2814,908145,AU-Dry,-15.2588,132.3706,2009-09-08 12:30:00,SAV,Tropical,36.56,943.0,29.0,4.3505,1.78,404.4,0.04,1.1735365,0,1,1,0,0.0200961862251081
1848,330159,US-AR1,36.4267,-99.42,2010-07-22 07:30:00,GRA,Temperate,26.6,362.5,76.0,0.84,5.738,364.565,0.1772,1.3310287,0,1,1,1,0.217135919027797
3037,658623,CH-Fru,47.1158,8.5378,2008-05-27 13:30:00,GRA,Arctic,24.586,812.65,32.437,2.0886,2.584,346.09,0.22808,1.8745031,0,1,1,1,0.521413915187068
388,457653,IT-MBo,46.0147,11.0458,2011-08-12 09:30:00,GRA,Continental,15.484,702.94,74.113,0.4555,1.8,371.246,0.40811,2.7651761,0,1,1,1,0.76972231805222
235,259791,US-Goo,34.2547,-89.8735,2003-08-08 16:30:00,GRA,Temperate,29.2,384.0,64.6,1.441,1.92,-9999.0,0.32,4.0159564,0,1,1,1,0.281678691607653
1077,910065,AU-Dry,-15.2588,132.3706,2010-03-20 12:00:00,SAV,Tropical,33.38,828.0,42.0,2.981,1.66,351.3,0.05,1.7518159,0,1,1,1,0.237824507563021
1984,854692,AU-How,-12.4943,131.1523,2007-08-30 16:30:00,WSA,Tropical,29.79,399.0,35.0,2.7256,2.93,330.6,0.08,1.2422384,0,1,1,0,0.064239584436267
4363,749666,CA-Qfo,49.6925,-74.3421,2008-08-14 09:00:00,ENF,Continental,16.3,533.0,78.09,0.408,2.339,376.062,0.173,2.2135265,0,1,1,1,0.408999559921498
3962,641105,DE-Geb,51.0997,10.9146,2006-10-18 08:30:00,CRO,Continental,3.6,234.15,84.23,0.1247,0.23,465.942,0.2015,0.58979458,0,1,1,0,0.0375192083139451
770,775955,BE-Vie,50.3049,5.9981,2011-03-02 12:00:00,MF,Temperate,6.24,562.0,30.606,0.66,7.152,400.177,0.369,1.1147707,0,1,1,0,0.14620526537335
2165,10720,US-Wkg,31.7365,-109.9419,2008-07-06 17:00:00,GRA,Arid,28.98,146.939,29.127,2.836,3.306,382.196,0.12,0.30756888,0,1,1,1,0.0194202095987107
673,229100,US-Me2,44.4523,-121.5574,2013-09-16 14:00:00,ENF,Temperate,14.74,635.33,50.89,0.827,5.133,391.041,0.093,2.1995213,0,1,1,0,0.0358724830284769
249,602977,DE-Lnf,51.3282,10.3678,2011-08-02 10:00:00,DBF,Continental,17.43,569.97,80.47,0.389,2.37,409.21,0.1851,4.9137468,0,1,1,0,0.79406864239464
1574,347236,RU-Fyo,56.4615,32.9221,2012-04-10 09:00:00,ENF,Continental,-0.827,492.743,79.9233,0.1155,1.911,402.968,0.2426,0.96643364,0,1,1,0,1.17471038448635
3419,990419,AR-SLu,-33.4648,-66.4598,2010-12-25 14:00:00,MF,Arid,36.1,1076.42,19.1908,4.8285,1.676,383.913,0.06987,0.71745777,0,1,1,0,0.0089793927960357
2081,928656,AU-DaS,-14.1593,131.3881,2009-07-28 12:00:00,SAV,Tropical,24.44,798.0,23.0,2.3596,3.73,363.8,0.0289999999999999,0.9833551,0,1,1,0,0.0591778092511687
1823,836295,AU-Stp,-17.1507,133.3502,2013-01-08 07:30:00,GRA,Arid,28.43,252.0,58.0,1.6282,2.56,389.9,0.063,0.40000001,0,1,1,0,0.03716682840332
716,21956,US-Wkg,31.7365,-109.9419,2013-09-01 14:00:00,GRA,Arid,29.3,215.7,32.529,2.751,1.332,390.419,0.15,0.49098209,0,1,1,1,0.0603063932274556
4668,490993,IT-Cpz,41.7052,12.3761,2006-09-27 09:00:00,EBF,Temperate,21.87,382.2,66.46,0.88,2.157,433.106,0.174,3.388876,0,1,1,0,0.51276783757108
2048,51902,US-Var,38.4133,-120.9508,2006-05-10 10:30:00,GRA,Temperate,26.411,920.41,35.179,2.233,1.399,377.089,0.09169,2.5004759,0,1,1,1,0.216416224151626
4178,737019,CA-SF2,54.2539,-105.8775,2005-05-03 12:30:00,ENF,Continental,13.8,851.0,17.7,1.304,2.85,372.61,0.17,0.83837032,0,1,1,0,0.0575375291222277
2724,366161,NL-Loo,52.1666,5.7436,2011-04-11 14:30:00,ENF,Temperate,20.97,571.4,43.51,1.4027,3.51,391.46,0.065,2.0490506,0,1,1,0,0.147678399716995
4521,78275,US-Ton,38.4309,-120.966,2004-12-18 13:00:00,WSA,Temperate,9.76,448.906,72.5,0.332,1.996,406.008,0.313,0.7497766,0,1,1,0,0.191269614264115
1460,797294,AU-Whr,-36.6732,145.0294,2011-12-27 11:30:00,EBF,Temperate,19.77,1076.0,44.0,1.2913,5.65,361.9,0.157,1.0874195,0,1,1,1,0.213150511020903
1668,14933,US-Wkg,31.7365,-109.9419,2010-03-27 09:30:00,GRA,Arid,11.02,739.3,22.07,1.025,5.889,384.482,0.14001,0.2,0,1,1,0,0.101677544930024
2756,317182,US-ARc,35.5465,-98.04,2006-09-15 08:00:00,GRA,Temperate,21.83,361.7,70.4,0.778,7.537,357.085,0.1701,1.0751756,0,1,1,0,0.150801829631358
2000,41570,US-WCr,45.8059,-90.0799,2012-05-15 17:00:00,DBF,Continental,14.401,272.261,50.386,0.817,4.161,393.304,0.35525,3.5541906,0,1,1,0,0.0545208577168452
404,69317,US-Ton,38.4309,-120.966,2001-06-17 13:30:00,WSA,Temperate,33.86,849.502,19.74,4.235,2.647,362.702,0.065,1.2758088,0,1,1,1,0.0137401077333996
384,620916,DE-Hai,51.0792,10.4522,2008-07-02 17:30:00,DBF,Continental,28.28,307.59,37.24,2.4119,3.08,371.36,0.2456,4.3026843,0,1,1,1,0.124922143338507
4535,275980,US-CRT,41.6285,-83.3471,2012-08-25 09:00:00,CRO,Continental,25.51,535.228,62.47,1.226,1.061,370.625,0.3976,3.5051756,0,1,1,1,0.356456615245993
2152,673408,CH-Cha,47.2102,8.4104,2006-05-26 08:30:00,GRA,Continental,17.081,365.81,69.77,0.589,1.194,359.183,0.52925,6.0360165,0,1,1,1,2.43922389768215
1633,778497,BE-Vie,50.3049,5.9981,2012-08-22 12:30:00,MF,Temperate,17.32,783.0,62.86,0.7346,3.818,387.812,0.326,4.4200602,0,1,1,1,0.434284178275764
4586,104861,US-Ton,38.4309,-120.966,2012-10-13 10:30:00,WSA,Temperate,18.28,652.485,51.46,1.02,3.548,374.361,0.059,0.85224575,0,1,1,0,0.0440306513986867
3925,611511,DE-Kli,50.8931,13.5224,2012-07-04 12:00:00,CRO,Continental,19.1,484.41,69.1,0.6834,1.75,386.88,0.4415,2.9753327,0,1,1,1,0.351222143392849
4158,752730,CA-Qfo,49.6925,-74.3421,2010-08-30 07:30:00,ENF,Continental,20.04,381.8,63.94,0.849,3.079,392.298,0.168,0.83165693,0,1,1,1,0.235205031974592
223,888364,AU-Gin,-31.3764,115.7138,2014-01-13 06:30:00,WSA,Temperate,22.77,181.0,72.0,0.776,5.88,360.9,0.0279999999999999,1.1639639,0,1,1,0,0.116355813175544
2193,381040,IT-Tor,45.8444,7.5781,2012-06-14 16:00:00,GRA,Continental,10.27,596.6,67.39,0.4079,2.573,383.308,0.33211,1.5072651,0,1,1,1,0.50208674747543
3136,848896,AU-Lox,-34.4704,140.6551,2008-10-14 07:30:00,DBF,Arid,11.58,444.0,60.0,0.5458,2.34,357.1,0.098,1.4566221,0,1,1,1,0.760406821609986
1824,309202,US-ARM,36.6058,-97.4888,2009-03-22 08:30:00,CRO,Temperate,16.41,265.5,74.4,0.48,7.311,390.563,0.1714,1.014994,0,1,1,1,0.408665264286786
4600,862521,AU-How,-12.4943,131.1523,2011-05-18 13:30:00,WSA,Tropical,29.75,814.0,42.0,2.4265,2.59,353.0,0.071,1.5382451,0,1,1,0,0.200909759916267
797,917279,AU-Dry,-15.2588,132.3706,2012-11-22 08:30:00,SAV,Tropical,31.39,579.0,56.0,2.0216,2.22,389.5,0.06,1.0865792,0,1,1,0,0.0855773009632195
2871,725166,CA-TP1,42.6609,-80.5595,2011-07-05 16:00:00,ENF,Continental,26.41,698.36,52.18,1.647,1.549,381.172,0.078,2.7664757,0,1,1,0,0.0326249841256129
9,332679,US-AR1,36.4267,-99.42,2012-02-23 14:30:00,GRA,Temperate,9.82,433.321,49.67,0.613,9.36,383.054,0.2617,0.26953503,0,1,1,0,0.245296000386581
1944,704902,CA-TP3,42.7068,-80.3483,2009-07-13 15:30:00,ENF,Continental,22.04,682.76,45.43,1.446,3.871,372.177,0.07,4.242136,0,1,1,1,0.160447865522315
1838,971252,AU-ASM,-22.283,133.249,2014-03-13 17:30:00,SAV,Arid,34.07,219.0,15.0,4.5402,3.56,385.6,0.042,0.50000006,0,1,1,1,0.0274100087545395
255,711280,CA-TP3,42.7068,-80.3483,2012-12-19 14:30:00,ENF,Continental,5.135,130.364,73.73,0.232,1.735,416.151,0.11701,0.69987857,0,1,1,0,0.154544795646149
4508,802577,AU-Whr,-36.6732,145.0294,2013-12-14 09:30:00,EBF,Temperate,17.24,907.0,40.0,1.1808,5.24,383.9,0.16,1.0359923,0,1,1,1,0.11456655603315
1581,83821,US-Ton,38.4309,-120.966,2006-07-17 12:30:00,WSA,Temperate,37.94,951.888,15.64,5.57,2.93,382.909,0.076,1.0493333,0,1,1,0,0.0487307073420321
2956,884420,AU-Gin,-31.3764,115.7138,2012-11-18 16:30:00,WSA,Temperate,21.52,324.0,63.0,0.9503,6.46,368.8,0.04,1.2825673,0,1,1,1,0.0682647333277353
924,496324,IT-Cp2,41.7043,12.3573,2013-09-05 15:30:00,EBF,Temperate,27.8,461.0,59.0,1.5322,2.2,373.832,0.04607,2.467705,0,1,1,0,0.0750361970259667
4429,317255,US-ARc,35.5465,-98.04,2006-09-22 14:00:00,GRA,Temperate,29.81,727.0,27.98,3.036,5.394,343.978,0.1374,0.93232495,0,1,1,0,0.0830607088361332
2508,47373,US-Var,38.4133,-120.9508,2003-01-15 10:30:00,GRA,Temperate,10.03,462.1,83.5,0.204,2.338,383.691,0.25478,1.0605118,0,1,1,0,0.763053491023058
3775,760222,BR-Sa3,-3.018,-54.9714,2001-05-05 09:00:00,EBF,Tropical,27.57,573.81,68.027,1.184,1.84,384.2,0.43,4.1572685,0,1,1,0,0.635536299015979
4136,355784,NL-Loo,52.1666,5.7436,2006-04-06 11:30:00,ENF,Temperate,8.11,319.5,56.93,0.4657,3.87,390.59,0.071,1.6668111,0,1,1,0,0.400745147581526
2779,41402,US-WCr,45.8059,-90.0799,2011-09-08 11:00:00,DBF,Continental,23.002,766.436,73.636,0.744,1.618,377.189,0.27844,5.4034805,0,1,1,0,1.00346469046448
539,56236,US-Var,38.4133,-120.9508,2009-02-19 13:30:00,GRA,Temperate,16.757,645.7,45.86,1.033,1.664,382.688,0.24623,1.6195142,0,1,1,0,0.368840086227592
2745,805916,AU-Wac,-37.4259,145.1878,2007-08-15 08:30:00,EBF,Temperate,5.89,289.0,58.0,0.3899,3.61,384.7,0.333,2.2537909,0,1,1,0,0.46030742076877
4498,610338,DE-Kli,50.8931,13.5224,2011-07-02 15:00:00,CRO,Continental,11.09,322.73,69.51,0.4028,5.59,398.59,0.157,2.0631466,0,1,1,1,0.378145186936471
4571,772048,BE-Vie,50.3049,5.9981,2007-06-06 07:00:00,MF,Temperate,14.79,362.0,89.517,0.1764,1.121,389.468,0.356,1.7901939,0,1,1,1,0.83206470242491
1145,903206,AU-Emr,-23.8587,148.4746,2012-09-18 08:30:00,GRA,Arid,18.92,549.0,72.0,0.6124,1.74,366.9,0.104,0.94475836,0,1,1,1,0.220030592182906
667,694802,CA-TP4,42.7102,-80.3574,2010-10-08 10:00:00,ENF,Continental,14.97,640.2,79.4,0.351,4.671,387.941,0.091,2.1551521,0,1,1,0,1.60127404751582
3019,980127,AT-Neu,47.1167,11.3175,2006-07-14 09:30:00,GRA,Continental,24.67,729.78,58.54,1.2881,1.205,367.049,0.22284,3.3537626,0,1,1,1,0.348708748582689
357,268414,US-GLE,41.3665,-106.2399,2008-10-08 14:30:00,ENF,Continental,7.81,477.6,33.42,0.708,6.36,382.921,0.186,0.62063986,0,1,1,0,0.0626102665334275
2831,518971,FR-LBr,44.7171,-0.7693,2007-04-11 14:00:00,ENF,Temperate,18.53,329.91,49.8,1.0715,3.801,374.63,0.70588,1.260504,0,1,1,0,0.249283442596963
2783,85205,US-Ton,38.4309,-120.966,2006-12-01 11:30:00,WSA,Temperate,10.76,512.922,48.29,0.668,2.231,397.042,0.107,0.48490173,0,1,1,0,0.149717000292205
1353,854662,AU-How,-12.4943,131.1523,2007-08-29 08:00:00,WSA,Tropical,23.77,266.0,78.0,0.6476,1.17,333.3,0.0819999999999999,1.2374642,0,1,1,0,0.15687145344797
470,824820,AU-Tum,-35.6566,148.1517,2013-01-10 08:00:00,EBF,Temperate,12.35,691.0,61.0,0.5599,2.64,353.7,0.24,5.4282999,0,1,1,1,1.1988104984089
2703,266661,US-GLE,41.3665,-106.2399,2005-06-17 17:00:00,ENF,Continental,16.76,353.6,27.39,1.391,3.34,378.02,0.408,0.57634419,0,1,1,0,0.112675073546495
3330,337576,SD-Dem,13.2829,30.4783,2008-07-07 16:00:00,SAV,Arid,37.09,560.6,24.6146,4.7547,4.307,396.89,0.079,0.22272877,0,1,1,1,0.0346080798905794
3637,379212,IT-Tor,45.8444,7.5781,2011-05-08 07:00:00,GRA,Continental,8.86,347.6,66.88,0.3768,0.458,390.182,0.32457,0.84770983,0,1,1,0,1.12635504809896
1396,672502,CH-Dav,46.8153,9.8559,2011-05-24 11:30:00,ENF,Arctic,17.533,1004.11,28.5,1.4334,2.647,392.952,0.2893,1.74093,0,1,1,0,0.259534657674834
3584,445878,IT-MBo,46.0147,11.0458,2004-11-03 14:30:00,GRA,Continental,14.999,243.76,51.45,0.8281,0.691,337.719,0.57429,0.52636701,0,1,1,0,0.0243688887772333
4486,663937,CH-Fru,47.1158,8.5378,2012-05-29 15:30:00,GRA,Arctic,19.792,755.56,48.528,1.1885,1.794,370.936,0.30192,3.2313037,0,1,1,1,0.419651064602592
3376,61689,US-Var,38.4133,-120.9508,2012-05-01 11:00:00,GRA,Temperate,18.234,976.24,63.524,0.764,1.367,383.777,0.18066,2.5894518,0,1,1,1,0.996181279611381
1256,562184,DK-Sor,55.4859,11.6446,2004-09-30 10:30:00,DBF,Temperate,12.24,493.8,67.18,0.4678,4.08,462.53,0.145,2.9755507,0,1,1,0,0.795311514671331
3512,175228,US-Oho,41.5545,-83.8438,2011-07-17 11:00:00,DBF,Continental,30.31,837.339,56.425,1.883,1.176,358.986,0.17233,5.7435412,0,1,1,1,0.540425009757984
1250,752015,CA-Qfo,49.6925,-74.3421,2010-06-13 09:00:00,ENF,Continental,14.68,752.0,28.63,1.197,2.318,388.762,0.081,1.4947665,0,1,1,0,0.189197974648094
4807,386742,IT-SRo,43.7279,10.2844,2003-06-26 09:00:00,ENF,Temperate,28.82,556.571,74.55,1.0092,1.061,385.783,0.07181,2.7132719,0,1,1,0,0.276295797033357
4298,131475,US-SRM,31.8214,-110.8661,2011-10-20 14:30:00,WSA,Arid,28.56,608.2,14.188,3.351,4.684,368.98,0.0214,0.47154355,0,1,1,0,0.0245017228713541
3284,471689,IT-Lav,45.9562,11.2813,2009-09-02 16:30:00,ENF,Temperate,16.925,135.096,90.598,0.1814,1.103,365.116,0.365,4.5723372,0,1,1,0,0.137884924845073
2933,822528,AU-Tum,-35.6566,148.1517,2011-01-05 08:00:00,EBF,Temperate,16.23,319.0,78.0,0.4061,1.87,367.1,0.2,5.6870112,0,1,1,1,0.770458474280397
4175,937128,AU-DaS,-14.1593,131.3881,2011-11-26 09:00:00,SAV,Tropical,29.46,590.0,58.0,1.7281,2.2,369.7,0.073,1.609023,0,1,1,1,0.188589595249488
1852,823956,AU-Tum,-35.6566,148.1517,2012-02-05 15:00:00,EBF,Temperate,20.68,566.0,53.0,1.1464,5.0,379.4,0.24,4.4479156,0,1,1,1,0.448858030573285
4869,80100,US-Ton,38.4309,-120.966,2005-07-12 16:00:00,WSA,Temperate,37.19,524.851,19.83,5.082,2.171,370.28,0.099,1.0916052,0,1,1,0,0.0346264026168044
2105,477924,IT-Lav,45.9562,11.2813,2013-09-13 10:00:00,ENF,Temperate,12.954,685.343,43.02,0.8511,0.784,398.663,0.35067,3.7414,0,1,1,0,0.405329758404486
133,1642,ZM-Mon,-15.4391,23.2525,2008-05-24 10:00:00,DBF,Tropical,22.953,690.943,42.8633,1.6011,3.956,380.077,0.04677,1.4477839,0,1,1,0,0.196059003718364
928,717005,CA-TP1,42.6609,-80.5595,2004-09-20 08:00:00,ENF,Continental,12.5,313.142,83.1,0.245,0.691,394.857,0.124,1.7996473,0,1,1,1,0.143936202171987
823,181341,US-NR1,40.0329,-105.5464,2007-08-12 11:00:00,ENF,Continental,19.36,986.91,33.67,1.49,2.72,382.74,0.105,2.4882987,0,1,1,1,0.209593188439957
4543,288591,US-Blo,38.8953,-120.6328,2003-07-27 14:00:00,ENF,Temperate,29.196,821.912,29.188,2.827,2.414,384.123,0.09537,2.1631036,0,1,1,1,0.184939867892876
1531,310401,US-ARM,36.6058,-97.4888,2010-05-05 08:00:00,CRO,Temperate,20.45,515.1,46.08,1.302,5.896,378.445,0.11945,2.3560135,0,1,1,1,0.315836347246369
1214,325801,US-AR2,36.6358,-99.5975,2011-08-21 14:30:00,GRA,Temperate,32.62,623.1,53.381,2.306,1.809,349.116,0.0717199999999999,0.56275988,0,1,1,1,0.0249913835902306
504,107266,US-Ton,38.4309,-120.966,2013-08-09 09:00:00,WSA,Temperate,17.91,666.997,63.21,0.755,1.362,393.916,0.062,1.1,0,1,1,0,0.0185496884741705
4285,459434,IT-MBo,46.0147,11.0458,2012-07-19 13:00:00,GRA,Continental,19.603,915.68,62.697,0.8513,1.559,389.301,0.46185,2.9198136,0,1,1,1,0.21152641663323
1996,206848,US-MMS,39.3232,-86.4131,2012-08-07 13:00:00,DBF,Continental,32.29,898.393,25.363,3.624,1.081,389.227,0.14243,5.9350715,0,1,1,1,0.124504438541566
3072,813319,AU-Tum,-35.6566,148.1517,2005-12-11 13:00:00,EBF,Temperate,19.39,1039.0,39.0,1.3738,3.28,360.1,0.24,4.8298392,0,1,1,0,0.386253743285657
1958,663809,CH-Fru,47.1158,8.5378,2012-05-18 13:30:00,GRA,Arctic,15.445,495.55,54.321,0.8018,0.83,370.029,0.41563,3.1844852,0,1,1,1,0.302843859896298
1384,776287,BE-Vie,50.3049,5.9981,2011-04-22 17:00:00,MF,Temperate,21.75,240.0,28.65,1.8584,2.009,399.604,0.355,2.3268666,0,1,1,0,0.0952235677591177
894,463658,IT-Lav,45.9562,11.2813,2005-11-09 12:00:00,ENF,Temperate,10.546,516.25,58.984,0.5225,0.959,380.514,0.37467,1.5536603,0,1,1,0,0.376367129042686
455,318291,US-ARb,35.5497,-98.0402,2005-08-01 15:00:00,GRA,Temperate,35.71,751.0,25.83,4.358,2.709,339.41,0.17745,1.5005853,0,1,1,0,0.106322489652075
