,Unnamed: 0,Site,Lat,Lon,Datetime,PFT,Climate,Tair,SW,RH,VPD,WS,Ca,SWC,LAI,flag_rain,flag_daytime,flag_GS,flag_peak,Gs
1511,144692,US-SRG,31.7894,-110.8277,2010-10-29 15:00:00,GRA,Arid,29.97,462.0,14.046,3.642,3.316,365.398,0.0465,0.5,0,1,1,0,0.0305172979396198
1882,54432,US-Var,38.4133,-120.9508,2008-01-17 15:00:00,GRA,Temperate,11.235,253.9,61.577,0.513,1.297,390.459,0.20657,0.60083061,0,1,1,0,0.0382276570492195
651,9336,US-Wkg,31.7365,-109.9419,2007-05-02 16:00:00,GRA,Arid,23.83,573.8,14.712,2.519,6.192,370.995,0.01,0.21439894,0,1,1,0,0.0164335586628276
4930,112525,US-Syv,46.242,-89.3477,2003-08-25 10:30:00,MF,Continental,25.371,813.114,53.92,1.499,1.704,366.779,0.123,5.33707,0,1,1,1,0.335913975248962
3089,611281,DE-Kli,50.8931,13.5224,2012-03-22 11:00:00,CRO,Continental,8.98,346.93,71.94,0.3218,2.34,398.81,0.3635,0.79830277,0,1,1,1,0.229325633700479
369,329678,US-AR1,36.4267,-99.42,2010-06-19 15:00:00,GRA,Temperate,35.13,824.49,43.66,3.206,7.284,357.505,0.23991,1.4738853,0,1,1,1,0.192293900610859
4997,839869,AU-Rob,-17.1175,145.6301,2014-07-02 12:00:00,EBF,Tropical,19.67,929.0,67.0,0.7562,2.49,385.4,0.3,3.8781481,0,1,1,1,0.64839248306719
118,470058,IT-Lav,45.9562,11.2813,2008-10-15 14:00:00,ENF,Temperate,16.452,420.517,48.264,0.9685,1.067,367.258,0.26733,2.4940884,0,1,1,1,0.175951269984671
3320,20594,US-Wkg,31.7365,-109.9419,2012-10-23 10:00:00,GRA,Arid,21.56,687.2,26.473,1.892,3.86,385.85,0.05,0.33545277,0,1,1,0,0.0145129836476346
3034,58613,US-Var,38.4133,-120.9508,2010-06-07 06:30:00,GRA,Temperate,17.824,310.07,81.001,0.388,0.854,406.639,0.08065,1.4785788,0,1,1,0,0.458691207248936
2216,988918,AR-SLu,-33.4648,-66.4598,2010-01-31 14:00:00,MF,Arid,25.1,647.812,78.1049,0.6979,1.351,374.929,0.0662,0.93102872,0,1,1,1,0.0709362296276946
3542,514512,FR-LBr,44.7171,-0.7693,2005-05-15 10:30:00,ENF,Temperate,17.04,300.27,66.8,0.6451,5.65,371.3,0.38362,1.5707123,0,1,1,1,0.305168609948085
1613,879685,AU-GWW,-30.1913,120.6541,2014-06-02 09:30:00,SAV,Arid,18.28,484.0,34.0,1.3868,1.34,373.258,0.235,0.33229187,0,1,1,0,0.0404282489619972
3151,696517,CA-TP4,42.7102,-80.3574,2011-09-06 07:00:00,ENF,Continental,11.94,224.5,96.3,0.052,3.363,416.497,0.079,4.3334579,0,1,1,1,1.69965137927581
962,186626,US-NR1,40.0329,-105.5464,2011-06-07 08:00:00,ENF,Continental,7.86,705.83,21.95,0.83,5.47,393.53,0.386,1.343873,0,1,1,1,0.253875505496749
2510,13494,US-Wkg,31.7365,-109.9419,2009-08-15 13:30:00,GRA,Arid,28.62,902.0,27.48,2.842,3.348,378.458,0.19,0.37805307,0,1,1,1,0.0555819827806568
3831,654391,CN-Cng,44.5934,123.5092,2010-08-04 09:30:00,GRA,Continental,22.77,161.03,83.3,0.4631,5.651,410.416,0.288,0.96632403,0,1,1,1,0.440865325097601
2823,597909,DE-Lnf,51.3282,10.3678,2002-09-30 11:30:00,DBF,Continental,12.72,581.75,71.51,0.4191,2.57,367.74,0.3358,3.9952779,0,1,1,0,0.697196998680165
4343,254892,US-IB2,41.8406,-88.241,2010-09-10 08:30:00,GRA,Continental,17.2,551.8,58.0,0.828,3.32,363.278,0.348,1.7741792,0,1,1,0,0.395839275710324
3032,319123,US-ARb,35.5497,-98.0402,2005-10-21 13:00:00,GRA,Temperate,17.42,675.1,62.22,0.755,4.75,359.613,0.2312,0.73042053,0,1,1,0,0.102326595089714
2415,278343,US-Cop,38.09,-109.39,2003-09-29 12:00:00,GRA,Arid,30.23,834.4,13.2,3.732,2.18,369.74,0.07922,0.2,0,1,1,0,0.0042041174145485
4654,633110,DE-Gri,50.95,13.5126,2013-07-21 09:30:00,GRA,Continental,22.79,772.17,44.21,1.548,1.53,375.34,0.2507,6.4885907,0,1,1,1,0.442379628087638
4236,912258,AU-Dry,-15.2588,132.3706,2011-06-26 09:30:00,SAV,Tropical,20.59,503.0,36.0,1.5525,1.97,384.2,0.04,1.2492428,0,1,1,0,0.189065447961575
2185,555785,ES-Amo,36.8336,-2.2523,2009-02-19 11:30:00,OSH,Arid,15.011,618.02,75.3685,0.4205,1.256,383.571,0.24035,0.47171277,0,1,1,1,0.0508568603395723
3669,494387,IT-Cpz,41.7052,12.3761,2008-06-26 10:30:00,EBF,Temperate,29.68,860.0,45.61,2.2664,3.066,390.4,0.1186,3.8499722,0,1,1,1,0.223026402173289
2037,438974,IT-Noe,40.6062,8.1517,2012-08-09 16:30:00,CSH,Temperate,29.15,482.71,62.0,1.5358,2.664,409.771,0.21897,1.7684104,0,1,1,0,0.0389996933095421
4362,858378,AU-How,-12.4943,131.1523,2008-11-09 16:00:00,WSA,Tropical,33.99,441.0,40.0,3.1906,2.54,371.0,0.054,1.9301871,0,1,1,0,0.0847166472160902
772,123412,US-SRM,31.8214,-110.8661,2007-10-16 10:30:00,WSA,Arid,22.03,753.3,22.548,2.051,5.132,377.146,0.0298,0.49821264,0,1,1,0,0.0446168917717786
1284,268703,US-GLE,41.3665,-106.2399,2009-09-26 08:30:00,ENF,Continental,9.534,508.667,32.245,0.81,7.114,386.407,0.17825,0.64223194,0,1,1,1,0.165257360250776
4603,986114,AT-Neu,47.1167,11.3175,2011-05-19 07:30:00,GRA,Continental,16.5,482.81,51.56,0.9096,0.6,533.545,0.19,2.5490174,0,1,1,1,0.399228002664256
4794,187089,US-NR1,40.0329,-105.5464,2011-07-28 08:00:00,ENF,Continental,15.01,397.39,52.01,0.819,2.44,388.14,0.087,2.7229102,0,1,1,1,0.244282409173026
1414,356518,NL-Loo,52.1666,5.7436,2006-06-24 17:00:00,ENF,Temperate,23.04,245.8,43.12,1.6023,1.994,362.66,0.057,2.2021058,0,1,1,0,0.101513295219382
1234,53847,US-Var,38.4133,-120.9508,2007-04-27 07:00:00,GRA,Temperate,17.738,340.81,66.499,0.681,0.833,386.147,0.1266,2.95,0,1,1,1,0.304574839673433
2699,524692,FR-Gri,48.8442,1.9519,2011-07-28 10:00:00,CRO,Temperate,17.25,231.6,75.1,0.4903,2.151,346.825,0.28667,1.1813765,0,1,1,1,0.362785732149133
435,554957,ES-LgS,37.0979,-2.9658,2007-09-14 13:00:00,OSH,Arid,11.13,680.066,70.65,0.3887,3.12,351.09,0.06253,1.5592175,0,1,1,0,0.0738646736782936
1674,402545,IT-Ro2,42.3903,11.9209,2004-07-05 16:00:00,DBF,Temperate,30.48,515.5,38.05,2.7025,2.686,369.844,0.277,1.9617182,0,1,1,1,0.264305162424007
365,7186,US-Wkg,31.7365,-109.9419,2005-08-03 09:30:00,GRA,Arid,23.19,824.16,52.799,1.341,2.166,366.828,0.04,0.28642771,0,1,1,1,0.0392168665244118
2649,875527,AU-How,-12.4943,131.1523,2014-10-11 14:30:00,WSA,Tropical,32.67,852.0,23.0,3.8031,3.72,339.5,0.065,1.5344834,0,1,1,0,0.040279630714453
231,445586,IT-MBo,46.0147,11.0458,2004-08-15 17:00:00,GRA,Continental,16.844,375.88,67.337,0.6269,1.867,338.799,0.48523,2.256861,0,1,1,1,0.423216450433958
4267,918405,AU-Dry,-15.2588,132.3706,2013-03-14 07:30:00,SAV,Tropical,26.29,203.0,89.0,0.3762,1.35,387.5,0.05,1.7947744,0,1,1,1,0.197554556636881
4041,783759,BE-Lon,50.5516,4.7462,2008-09-18 16:30:00,CRO,Temperate,15.4,255.2,57.1,0.7509,3.403,378.922,0.272,1.8305967,0,1,1,1,0.257099679715846
4399,717939,CA-TP1,42.6609,-80.5595,2007-06-26 10:30:00,ENF,Continental,29.27,893.88,59.72,1.639,2.282,366.017,0.074,2.0150807,0,1,1,0,0.0236716165067157
407,417506,IT-Ren,46.5869,11.4337,2011-04-18 14:00:00,ENF,Continental,10.03,920.67,47.5,0.6462,1.85,390.69,0.24,1.6111569,0,1,1,0,0.227923307273626
2090,476913,IT-Lav,45.9562,11.2813,2013-05-14 09:30:00,ENF,Temperate,11.156,781.003,69.826,0.4003,0.774,396.639,0.3995,2.9008906,0,1,1,1,0.432560008731833
86,701008,CA-TP3,42.7068,-80.3483,2005-04-13 10:00:00,ENF,Continental,9.39,780.0,30.49,0.82,2.461,394.976,0.16,1.1787093,0,1,1,0,0.0696672409027826
844,922923,AU-Dry,-15.2588,132.3706,2014-09-17 14:30:00,SAV,Tropical,34.41,874.0,17.0,4.5179,2.68,387.9,0.037,0.95095861,0,1,1,0,0.0213748136424934
1031,88273,US-Ton,38.4309,-120.966,2008-02-26 12:00:00,WSA,Temperate,15.0,686.679,61.74,0.652,1.611,383.593,0.373,0.94833434,0,1,1,0,0.105058427615843
2855,403679,IT-Ro2,42.3903,11.9209,2004-09-08 10:00:00,DBF,Temperate,25.25,691.4,31.31,2.2092,2.912,372.262,0.253,1.5725602,0,1,1,0,0.0851578756037252
4109,168060,US-Oho,41.5545,-83.8438,2004-06-04 14:30:00,DBF,Continental,20.371,675.589,51.881,1.151,2.19,349.279,0.19375,4.7377024,0,1,1,1,0.573325917956212
4396,520558,FR-LBr,44.7171,-0.7693,2007-11-16 14:00:00,ENF,Temperate,5.1,361.27,49.5,0.4437,3.376,381.356,0.20901,1.2152325,0,1,1,0,0.277807309064679
3893,246012,US-KS1,28.4583,-80.6709,2002-12-01 10:00:00,ENF,Temperate,15.92,303.261,75.3,0.447,3.458,405.698,0.09192,4.613975,0,1,1,0,0.323208008119428
2658,402618,IT-Ro2,42.3903,11.9209,2004-07-11 17:00:00,DBF,Temperate,24.886,329.1,61.9485,1.6203,2.823,368.19,0.273,1.9643271,0,1,1,1,0.15161427580335
855,549423,ES-LJu,36.9266,-2.7521,2012-05-26 18:00:00,OSH,Arid,21.597,328.666,28.5063,1.8449,2.303,382.499,0.12868,0.56345165,0,1,1,1,0.0415399532235494
78,479836,IT-Isp,45.8126,8.6336,2013-04-23 09:30:00,DBF,Continental,15.4,674.049,57.7,0.7404,0.989,401.024,0.26905,1.2397568,0,1,1,0,0.263771014378302
2247,15369,US-Wkg,31.7365,-109.9419,2010-04-20 13:00:00,GRA,Arid,21.13,870.0,30.652,1.738,3.483,376.252,0.1,0.29127163,0,1,1,0,0.0358187969052504
4570,806013,AU-Wac,-37.4259,145.1878,2007-09-07 09:30:00,EBF,Temperate,8.79,502.0,65.0,0.3963,0.8,378.1,0.301,2.4154129,0,1,1,1,0.695261284030848
3656,75395,US-Ton,38.4309,-120.966,2003-07-18 07:00:00,WSA,Temperate,28.71,357.455,20.13,3.146,1.208,377.512,0.091,1.1387609,0,1,1,0,0.105622007513003
4151,654923,CN-Cng,44.5934,123.5092,2010-09-18 07:00:00,GRA,Continental,11.83,125.317,55.52,0.6161,1.787,353.135,0.25,0.34910634,0,1,1,0,0.120322310780868
3378,642364,DE-Geb,51.0997,10.9146,2007-07-08 10:00:00,CRO,Continental,19.83,699.35,39.68,1.3961,3.92,378.914,0.1956,1.3908089,0,1,1,0,0.112728821052162
2279,786049,BE-Lon,50.5516,4.7462,2012-08-03 13:00:00,CRO,Temperate,24.848,579.9,55.846,1.3865,2.588,371.742,0.333,1.5982293,0,1,1,1,0.302559247675841
2598,12055,US-Wkg,31.7365,-109.9419,2009-03-18 12:00:00,GRA,Arid,22.66,982.0,8.855,2.508,2.776,383.845,0.12,0.2,0,1,1,0,0.0229122804189013
4159,684920,CA-TP4,42.7102,-80.3574,2005-07-01 17:30:00,ENF,Continental,23.1,280.2,54.47,1.287,3.884,365.792,0.065,4.7147684,0,1,1,0,0.0681279101442657
3870,824998,AU-Tum,-35.6566,148.1517,2013-02-09 14:00:00,EBF,Temperate,24.32,435.0,27.0,2.2211,4.64,351.2,0.16,5.5043831,0,1,1,0,0.234935590727805
3428,587280,DE-Tha,50.9626,13.5651,2013-10-26 09:30:00,ENF,Continental,19.3,344.64,54.0,1.0302,5.2,400.65,0.187,1.9043046,0,1,1,0,0.306680480979754
2176,391646,IT-SRo,43.7279,10.2844,2006-01-06 12:00:00,ENF,Temperate,8.56,415.2,75.9296,0.2683,0.852,415.106,0.1879,2.4968724,0,1,1,0,0.633388257814259
424,927654,AU-DaS,-14.1593,131.3881,2009-04-26 09:30:00,SAV,Tropical,29.01,584.0,51.0,1.9644,1.6,374.4,0.032,1.1219931,0,1,1,0,0.145230276366496
392,684434,CA-TP4,42.7102,-80.3574,2005-04-11 08:00:00,ENF,Continental,4.76,449.9,52.22,0.41,4.371,387.915,0.18,1.2759134,0,1,1,0,0.0765064621449399
4726,117988,US-SRM,31.8214,-110.8661,2004-07-30 12:30:00,WSA,Arid,31.51,1000.0,21.748,3.62,2.225,375.68,0.0827,0.40462148,0,1,1,1,0.0689124584715952
3693,159114,US-SRC,31.9083,-110.8395,2010-09-11 11:30:00,OSH,Arid,30.5,827.0,20.453,3.474,2.01,373.0,0.104,0.47069484,0,1,1,1,0.0265298491205433
104,234076,US-Lin,36.3566,-119.0922,2010-05-19 08:30:00,CRO,Arid,19.45,748.743,61.66,0.8663,3.05,410.93,0.22,1.0078467,0,1,1,1,0.276496385267294
3994,574246,DE-Tha,50.9626,13.5651,2006-11-17 11:00:00,ENF,Continental,12.16,141.58,65.64,0.4872,3.244,384.998,0.068,0.68401474,0,1,1,0,0.178730138786034
4412,356381,NL-Loo,52.1666,5.7436,2006-06-12 07:00:00,ENF,Temperate,20.75,367.5,46.19,1.3182,3.305,385.77,0.06,2.1858234,0,1,1,0,0.176226280885138
1948,35247,US-Whs,31.7438,-110.0522,2014-12-16 12:30:00,OSH,Arid,15.7,331.0,33.317,1.189,4.832,380.84,0.05,0.18211985,0,1,1,0,0.0373674922124836
1459,147648,US-SRG,31.7894,-110.8277,2012-04-09 07:30:00,GRA,Arid,22.21,309.74,12.515,2.342,1.503,392.665,0.0496,0.30000001,0,1,1,0,0.0180437044252105
3257,70547,US-Ton,38.4309,-120.966,2002-02-06 11:00:00,WSA,Temperate,13.42,571.57,53.31,0.719,2.813,372.06,0.27401,0.68395823,0,1,1,0,0.157469354203543
2803,757487,CA-Gro,48.2167,-82.1556,2010-04-24 11:00:00,MF,Continental,13.495,760.923,31.332,1.062,3.751,393.559,0.51106,1.5729538,0,1,1,0,0.159095763774499
2706,957881,AU-Cpr,-34.0021,140.5891,2012-08-11 11:30:00,SAV,Arid,14.13,312.0,54.0,0.7418,3.39,385.2,0.04,0.5090304,0,1,1,0,0.0650438423413025
4789,729457,CA-SF3,54.0916,-106.0053,2003-07-14 10:00:00,OSH,Continental,19.2,567.0,42.0,1.296,1.22,354.52,0.19,1.715188,0,1,1,1,0.0835489983072335
1587,362099,NL-Loo,52.1666,5.7436,2009-06-08 14:00:00,ENF,Temperate,15.59,219.2,62.3,0.6679,1.702,381.83,0.048,2.3760343,0,1,1,1,0.494959051017143
3659,206110,US-MMS,39.3232,-86.4131,2012-03-27 12:00:00,DBF,Continental,14.75,827.761,25.25,1.26,3.454,401.116,0.37682,1.0794016,0,1,1,0,0.133880978326911
1731,49648,US-Var,38.4133,-120.9508,2004-05-03 12:30:00,GRA,Temperate,33.27,960.12,18.39,4.167,1.973,358.065,0.05242,1.4888543,0,1,1,0,0.0311843029934779
4764,320506,US-ARb,35.5497,-98.0402,2006-08-26 09:00:00,GRA,Temperate,27.91,560.2,73.9,0.986,4.086,359.344,0.1975,0.88929319,0,1,1,0,0.100401007327012
4224,397856,IT-SRo,43.7279,10.2844,2007-10-18 10:30:00,ENF,Temperate,17.35,420.0,86.1696,0.2741,1.521,413.052,0.13517,3.607821,0,1,1,0,0.423497021946904
3681,237447,US-KS2,28.6086,-80.6715,2004-03-24 12:00:00,CSH,Temperate,20.47,389.9,51.11,1.176,4.11,378.647,0.039,1.9048532,0,1,1,0,0.148405545979771
1791,310813,US-ARM,36.6058,-97.4888,2010-07-23 13:30:00,CRO,Temperate,35.31,869.0,43.93,3.223,8.783,363.644,0.19265,1.2526455,0,1,1,0,0.102970552052254
2355,967753,AU-ASM,-22.283,133.249,2011-06-19 09:30:00,SAV,Arid,12.28,477.0,53.0,0.6717,2.74,369.4,0.0579999999999999,0.33592018,0,1,1,0,0.0566589405155063
1940,428361,IT-Noe,40.6062,8.1517,2005-05-03 15:00:00,CSH,Temperate,21.77,369.71,53.5,1.2126,1.604,381.938,0.21143,1.9186931,0,1,1,1,0.137382267814927
702,858307,AU-How,-12.4943,131.1523,2008-11-05 15:00:00,WSA,Tropical,34.06,799.0,45.0,2.9361,2.45,368.9,0.057,1.7372792,0,1,1,0,0.105475664886082
2442,52986,US-Var,38.4133,-120.9508,2007-02-02 15:00:00,GRA,Temperate,12.503,261.93,54.956,0.653,1.683,386.21,0.18406,0.91249913,0,1,1,1,0.081630946337442
4375,674070,CH-Cha,47.2102,8.4104,2006-09-06 11:00:00,GRA,Continental,20.711,380.6,93.184,0.1666,0.944,384.524,0.39981,6.3316545,0,1,1,0,0.687651796953494
496,100449,US-Ton,38.4309,-120.966,2011-08-12 12:30:00,WSA,Temperate,29.28,821.471,33.65,2.701,2.372,382.989,0.09,1.2847331,0,1,1,0,0.0496110883698308
464,182935,US-NR1,40.0329,-105.5464,2008-07-28 08:30:00,ENF,Continental,17.55,516.04,34.17,1.321,2.93,384.254,0.062,2.8538032,0,1,1,1,0.22433520340939
4071,318773,US-ARb,35.5497,-98.0402,2005-09-21 10:00:00,GRA,Temperate,31.62,681.8,48.14,2.424,2.751,353.197,0.3067,0.96480566,0,1,1,0,0.177332847552903
4333,446209,IT-MBo,46.0147,11.0458,2005-05-15 16:30:00,GRA,Continental,9.961,319.09,75.307,0.3025,1.742,371.267,0.51022,1.6366302,0,1,1,1,0.281989457763736
172,234201,US-Lin,36.3566,-119.0922,2010-05-25 07:00:00,CRO,Arid,15.23,460.59,46.37,0.928,0.93,391.35,0.16,1.0029731,0,1,1,1,0.110885061152867
4943,959695,AU-Cpr,-34.0021,140.5891,2012-12-30 06:00:00,SAV,Arid,14.78,180.0,74.0,0.4373,2.54,358.7,0.023,0.50764602,0,1,1,0,0.130882510341798
4796,968404,AU-ASM,-22.283,133.249,2012-03-07 11:30:00,SAV,Arid,24.68,1059.0,30.0,2.1761,4.59,364.1,0.089,0.40340552,0,1,1,1,0.0991850804330271
2540,849716,AU-Lox,-34.4704,140.6551,2009-03-07 11:30:00,DBF,Arid,21.29,883.0,54.0,1.1649,1.95,348.5,0.11,1.0291339,0,1,1,1,0.525631200079358
3262,870373,AU-How,-12.4943,131.1523,2013-07-03 14:00:00,WSA,Tropical,28.07,730.0,33.0,2.5436,2.15,377.9,0.072,1.4510572,0,1,1,0,0.163210826040175
4680,10912,US-Wkg,31.7365,-109.9419,2008-07-31 14:00:00,GRA,Arid,32.53,961.523,19.641,3.939,5.703,379.984,0.11,0.76387697,0,1,1,1,0.0728639581752096
2260,862229,AU-How,-12.4943,131.1523,2011-04-30 12:30:00,WSA,Tropical,29.74,929.0,36.0,2.676,2.13,351.9,0.105,1.6567721,0,1,1,0,0.262645910130966
2112,828371,AU-TTE,-22.287,133.64,2012-12-24 14:30:00,GRA,Arid,38.82,1036.0,16.0,5.8177,3.97,383.8,0.06,0.26750141,0,1,1,1,0.023214069096593
900,816307,AU-Tum,-35.6566,148.1517,2007-05-28 10:00:00,EBF,Temperate,9.39,193.0,87.0,0.1533,3.86,361.1,0.27,2.344111,0,1,1,0,0.576509418407398
1446,879500,AU-GWW,-30.1913,120.6541,2014-05-14 13:30:00,SAV,Arid,23.01,573.0,37.0,1.7715,4.69,375.6,0.353,0.29890895,0,1,1,1,0.0629458956699606
3573,266178,US-Goo,34.2547,-89.8735,2006-10-03 11:00:00,GRA,Temperate,30.3,750.0,60.3,1.722,1.65,-9999.0,0.35,2.2612345,0,1,1,0,0.171201716883519
741,222657,US-Me2,44.4523,-121.5574,2008-06-26 10:30:00,ENF,Temperate,16.7,947.4,36.1,1.215,2.69,377.7,0.186,1.7096674,0,1,1,1,0.269722079501963
2293,906636,AU-Emr,-23.8587,148.4746,2013-12-05 07:30:00,GRA,Arid,24.61,425.0,55.0,1.3931,4.22,388.9,0.083,1.1148714,0,1,1,0,0.0986633900345229
2452,560232,DK-Sor,55.4859,11.6446,2003-07-14 16:00:00,DBF,Temperate,23.65,387.1,58.92,1.2006,4.23,342.63,0.2115,5.2798133,0,1,1,1,0.310839572172763
2622,122065,US-SRM,31.8214,-110.8661,2006-11-09 09:30:00,WSA,Arid,22.2,534.4,20.783,2.12,5.265,373.181,0.0266999999999999,0.30000001,0,1,1,0,0.0195643249727898
4078,571049,DE-Tha,50.9626,13.5651,2004-11-15 11:00:00,ENF,Continental,2.22,143.16,85.58,0.1034,3.34,381.642,0.14,0.53570557,0,1,1,0,0.735787862356817
1206,262859,US-Goo,34.2547,-89.8735,2005-07-07 16:30:00,GRA,Temperate,29.8,353.0,47.5,2.212,1.75,-9999.0,0.35,2.3849719,0,1,1,0,0.202493019648123
509,713105,CA-TP3,42.7068,-80.3483,2014-06-01 12:30:00,ENF,Continental,23.98,1079.52,44.81,1.645,2.175,398.343,0.076,5.9545999,0,1,1,1,0.294392204253926
2620,185796,US-NR1,40.0329,-105.5464,2010-09-04 11:00:00,ENF,Continental,15.81,353.59,24.92,1.349,3.67,385.05,0.051,2.4593103,0,1,1,0,0.0797423133139133
2802,348657,NL-Loo,52.1666,5.7436,2002-08-14 09:30:00,ENF,Temperate,19.29,280.9,86.1,0.3111,0.782,387.19,0.08513,2.4990861,0,1,1,1,0.322166356812327
3313,732644,CA-SF3,54.0916,-106.0053,2005-08-12 12:30:00,OSH,Continental,13.7,707.0,59.1,0.644,4.31,358.106,0.08,1.785367,0,1,1,1,0.530133041512106
1549,344666,RU-Fyo,56.4615,32.9221,2009-05-30 18:30:00,ENF,Continental,20.52,272.773,24.4967,1.8236,1.875,382.068,0.3638,2.7680588,0,1,1,0,0.121565019085732
4563,204870,US-MMS,39.3232,-86.4131,2010-04-30 12:00:00,DBF,Continental,22.64,701.337,58.695,1.14,6.461,392.548,0.42682,4.1880207,0,1,1,0,0.349740769191536
2202,773040,BE-Vie,50.3049,5.9981,2008-05-05 14:30:00,MF,Temperate,18.1,737.792,35.891,1.3319,3.024,378.913,0.381,2.5283816,0,1,1,0,0.107026330038602
2566,765910,BE-Vie,50.3049,5.9981,2002-04-25 15:00:00,MF,Temperate,16.97,659.0,34.0,1.2768,2.722,379.359,0.287,1.5039635,0,1,1,0,0.160789920913503
3892,117799,US-SRM,31.8214,-110.8661,2004-05-29 10:30:00,WSA,Arid,24.3,985.0,13.829,2.618,5.86,369.816,0.0192999999999999,0.30000001,0,1,1,0,0.0171883075777539
2044,966645,AU-ASM,-22.283,133.249,2011-04-02 14:00:00,SAV,Arid,26.46,589.0,32.0,2.3493,5.82,360.4,0.051,0.70786887,0,1,1,1,0.123312372064581
767,907718,AU-Dry,-15.2588,132.3706,2009-08-15 09:30:00,SAV,Tropical,26.99,577.0,54.0,1.6395,2.03,399.7,0.04,1.0949672,0,1,1,0,0.222110432897734
4872,225549,US-Me2,44.4523,-121.5574,2011-04-22 16:00:00,ENF,Temperate,6.574,434.392,37.932,0.604,3.923,394.7,0.21463,1.8810573,0,1,1,0,0.131817357634526
3738,369320,NL-Loo,52.1666,5.7436,2012-08-20 07:30:00,ENF,Temperate,19.87,235.4,97.4,0.0603,1.78,427.1,0.052,3.3957875,0,1,1,1,0.728943220480887
421,165597,US-SRC,31.9083,-110.8395,2014-04-28 10:00:00,OSH,Arid,20.1,900.0,20.4,1.873,2.06,397.0,0.0567999999999999,0.30000001,0,1,1,0,0.0323964957007826
123,517120,FR-LBr,44.7171,-0.7693,2006-06-06 18:00:00,ENF,Temperate,27.24,300.55,27.0,2.6403,3.46,347.222,0.40938,1.9557757,0,1,1,1,0.0770277449721045
4162,803325,AU-Whr,-36.6732,145.0294,2014-01-31 10:00:00,EBF,Temperate,30.74,830.0,37.0,2.7894,2.36,388.6,0.14,1.2542123,0,1,1,0,0.0459594507462558
2628,505915,IT-CA3,42.38,12.0222,2013-09-03 11:00:00,DBF,Temperate,28.052,816.0,28.5122,2.7112,2.207,375.294,0.10806,0.69224411,0,1,1,0,0.0939010142881781
819,477773,IT-Lav,45.9562,11.2813,2013-08-19 14:00:00,ENF,Temperate,20.148,390.076,66.13,0.7995,1.11,394.862,0.252,4.8173413,0,1,1,0,0.0853946943254896
1403,792662,AU-Wom,-37.4222,144.0944,2012-10-24 15:30:00,EBF,Temperate,16.65,227.0,49.0,0.9668,3.24,368.4,0.207,3.7506454,0,1,1,1,0.271106446210681
1382,943053,AU-DaS,-14.1593,131.3881,2014-05-28 16:00:00,SAV,Tropical,32.06,433.0,28.0,3.4359,2.01,378.5,0.035,1.3417317,0,1,1,0,0.14069334200404
2148,32158,US-Whs,31.7438,-110.0522,2013-08-11 10:30:00,OSH,Arid,25.96,910.0,49.271,1.701,5.658,377.22,0.04,0.6230579,0,1,1,1,0.0857033430979135
1575,657933,CH-Fru,47.1158,8.5378,2007-09-21 11:30:00,GRA,Arctic,17.766,737.93,70.782,0.5944,0.97,349.594,0.3722,3.8477619,0,1,1,0,0.37751914887988
1638,510887,IT-CA1,42.3804,12.0266,2012-08-31 09:30:00,DBF,Temperate,28.14,613.1,64.32,1.3601,5.447,363.329,0.229,0.64624691,0,1,1,0,0.131458660370953
1795,805361,AU-Wac,-37.4259,145.1878,2007-01-04 16:30:00,EBF,Temperate,25.99,417.0,30.0,2.3523,5.03,366.1,0.252,4.7533126,0,1,1,1,0.0409917812177372
4815,126548,US-SRM,31.8214,-110.8661,2009-08-11 12:30:00,WSA,Arid,29.23,400.0,32.518,2.74,1.26,365.074,0.026,0.51509821,0,1,1,1,0.0161409717806921
399,107317,US-Ton,38.4309,-120.966,2013-08-15 09:30:00,WSA,Temperate,25.69,749.105,44.77,1.823,1.894,396.537,0.064,1.1,0,1,1,0,0.0169174436674267
2310,606278,DE-Lkb,49.0996,13.3047,2013-06-07 11:30:00,ENF,Continental,12.82,742.1,75.21,0.3671,0.879,358.5,0.35,2.5218155,0,1,1,1,0.121080207242814
882,753414,CA-Gro,48.2167,-82.1556,2004-06-21 17:30:00,MF,Continental,20.04,329.728,46.82,1.247,3.228,366.93,0.36721,2.7709429,0,1,1,1,0.293969537637897
4973,971840,AU-ASM,-22.283,133.249,2014-04-25 10:00:00,SAV,Arid,24.24,677.0,28.0,2.1802,2.61,383.1,0.048,0.39973503,0,1,1,1,0.0296837470149466
2897,956318,AU-Cpr,-34.0021,140.5891,2012-04-02 16:00:00,SAV,Arid,34.19,343.0,23.0,4.1404,3.4,382.3,0.033,0.66370392,0,1,1,1,0.0163734410770851
1352,789093,AU-Wom,-37.4222,144.0944,2010-08-30 12:00:00,EBF,Temperate,9.28,696.0,69.0,0.3628,3.46,378.2,0.274,2.4252627,0,1,1,0,1.04812652381187
2742,864586,AU-How,-12.4943,131.1523,2011-09-24 16:30:00,WSA,Tropical,30.61,344.0,42.0,2.5491,2.36,358.6,0.06,1.5967716,0,1,1,0,0.0910483324290765
4550,303923,US-ARM,36.6058,-97.4888,2005-07-20 17:30:00,CRO,Temperate,36.05,295.5,35.8,3.844,5.775,359.765,0.09995,1.2927046,0,1,1,0,0.0297025034879697
2130,716143,CA-TP2,42.7744,-80.4588,2006-09-05 09:30:00,ENF,Continental,20.04,586.04,73.1,0.631,0.329,363.405,0.09,1.5630461,0,1,1,0,1.23954246624824
